indType,jsonPhotos,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,numNumber,prop_char_1,prop_char_2,prop_char_5,prop_char_176,prop_char_12,totalGarages,totalRooms,valLocation,idtProperty,latitude,longitude,totalAccess,flgHighlight,idtExternal,namCondominium,prop_char_95,valCondominium,valMonthIptu,flgReservedLocation,valSales,desTitleSite,urlVideo
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53564/61fbf19b4c84473bb50bc62cf37e7df0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53564/11d28fea85092782af0eebe9c64d780b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53564/692aa0caabb27075518e20c1d7853c5b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53564/aaeb5eb41396764cd03cfa92ebf74e81.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53564/dfe9d326c001ca2f82f0da5a7c800ee8.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Parque Novo Mundo,São Paulo,Rua Joel Barnabé,Galpão,212,,10.8,,2,4,4,,13335,53564,-22.0655200000000,-47.8860000000000,272,0,,,730,,,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53540/d5af39177226a2d916f78d85a4be5d96.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53540/9e35456a1f6351dbed8d570d67294c85.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53540/f214713bc0b242a320f399e35dec4438.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53540/108dc6617fd55c76c90881b5532b313d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53540/95721bcfab4a455852e1108a0d175e50.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Vila Izabel,São Paulo,RUA SANTA GERTRUDES,Salão,825,,120,,1,,,,2223,53540,-22.0364500000000,-47.8843200000000,214,0,,,,,0,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53512/6f0fb21c418751a86533c4c97e4fd732.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53512/73fd613f0b91307c49d28d3e31c54f88.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53512/d0c367b997d782d4ff0cbf25a19c253f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53512/89352a498332330c285b700168575b65.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Paulistano,São Paulo,Rua Iwagiro Toyama,Salão,390,,70,,1,,,,945,53512,,,333,0,,,70,,71,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53511/a5de3a2f63c1f546fc5256d7f4ffd188.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53511/f237556eac5b0c04377f96556a44d029.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53511/2d93464f5c57a5d74ebbc4d68978c40.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53511/d573ff0f475b0b2b8272293fbf6128aa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53511/5fe59e5b94ad905772c3e0215236a9eb.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Paranapanema,Salão,140,,40,,1,,,,800,53511,,,233,0,,,40,,35,0,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53490/402da1728c31915b53a7fd56a0a0c0fa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53490/42287a8a02850f743d74a9bda50cadc7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53490/621bb5d87523c53b5e56d544b35710b0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53490/5566d077661cbe4edd3627693256fcbb.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53490/7fac1750cbcb62f09adc6145291c675c.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,SANTA FELICIA,São Paulo,Avenida Bruno Ruggiero Filho,Cobertura,101,,159,3,2,2,2,4,2600,53490,-22.0106306305496,-47.9144883155823,1460,0,,Condomínio Orizzonti di San Carlo (Apto),131.48,690.35,75,0,535000,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53473/3b992f31ca021d7bf016a0bc375501f7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53473/2a40ea2b6e3688082ad30a1d96f7490c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53473/bfffe991fa06928a55a7a66360628e58.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53473/ee1cba798275b52119b6dfa044fcde1.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53473/77000e16c154b9aa264c4abf76a867ca.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA QUINZE DE NOVEMBRO,Padrão,646,441.51,614,5,4,4,4,8,8000,53473,-22.0125000000000,-47.9044000000000,1022,0,,,,,654,,1985000,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53452/da9736acde5aff25a2505e758ee88f06.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53452/39a4d31dc14c8537bb434a4da7ac6530.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53452/ad534f1652f5e331f168abc24533aa62.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53452/a4bb4dd1b1b51a7a89dfb71751e4d7d5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53452/8a09353935e62a229d7f8da23c9dbdaa.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São Carlos,São Paulo,Rua Conde do Pinhal,Prédio,2765,,1010,,6,6,6,,12000,53452,,,259,0,,,758,,0,,2800000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53450/43f1f230ef398526b805056caacd5974.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53450/800ff050fcdc3a34c1ef79dc646aabc3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53450/fde0659104a6eac8e89d2c8cb1628fdc.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53450/a1861ca970e0f51894d76f59c7e5ff2f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53450/87902ce0d53cc2a5a0458b0cd5e72b47.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,Rua Winston Monteiro Ricetti,Salão,360,,250,,2,,,,1778,53450,,,345,0,,,250,,50,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53421/5387b17b29592da59cc1681354a2941f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53421/e1194c4f439a01577ed1f131a1e2fac0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53421/4071faa2baadb74075ecabaf759f897.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53421/b0ad67591519515b44820be98d097797.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53421/85f70f7d70dd5d27a396b4e59e52fb0b.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,Rua Major José Inácio,Ponto,1700,,402,,1,,,,3334,53421,-22.0169900000000,-47.8940000000000,341,0,,,70,,235.37,0,,,
SL,"[{""idtCondominiumPhotos"":11121,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/189/ca5d07616357b426af5ba6213c7c96ce.jpg"",""flgNotShowSite"":0,""namFile"":""ca5d07616357b426af5ba6213c7c96ce.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11122,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/189/c17c989a1e1e35a214e8877b81deb0c4.jpg"",""flgNotShowSite"":0,""namFile"":""c17c989a1e1e35a214e8877b81deb0c4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11123,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/189/62e37a8b96fe84dc16a7675b457522d0.jpg"",""flgNotShowSite"":0,""namFile"":""62e37a8b96fe84dc16a7675b457522d0.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11124,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/189/5b6efed67a3fb493943f09178d932b1e.jpg"",""flgNotShowSite"":0,""namFile"":""5b6efed67a3fb493943f09178d932b1e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11125,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/189/4c3189fd2a9c90696b007e8b028e8453.jpg"",""flgNotShowSite"":0,""namFile"":""4c3189fd2a9c90696b007e8b028e8453.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Arnold Schimidt,São Paulo,Rua Thomaz Antônio Gonzaga,Padrão,333,,66,1,1,1,1,1,1090,53389,-22.0017300000000,-47.8962300000000,626,0,,Edifício Cidade Jardim,66,289,50,,225000,,
L,"[{""idtCondominiumPhotos"":18409,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2/70f61fd8fddead2617172c6e3f277854.jpg"",""flgNotShowSite"":0,""namFile"":""70f61fd8fddead2617172c6e3f277854.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":7861,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2/5c163216570448d45b387cf81998aa85.jpg"",""flgNotShowSite"":0,""namFile"":""5c163216570448d45b387cf81998aa85.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":7863,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2/cd9f0cf348a767d5fea3c72bb9dae3d4.jpg"",""flgNotShowSite"":0,""namFile"":""cd9f0cf348a767d5fea3c72bb9dae3d4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":7866,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2/11ce3eab0a02b16dc1322242f8590641.jpg"",""flgNotShowSite"":0,""namFile"":""11ce3eab0a02b16dc1322242f8590641.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53350/86272d2e1650bbe706f1a9d7123e1fa2.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Paraíso,São Paulo,Rua Doutor Serafim Vieira de Almeida,Studio,795,,39,1,1,1,1,1,1250,53350,-22.0095200000000,-47.9037600000000,436,1,,Edifício Plus Suíte ,39,237,46,1,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53299/bb7003aa738ed4a8b1ca299d7a695b99.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53299/dd2127802214b94f7417136cfd7993f2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53299/cac186e3de142e3d84bf1d93f1e71134.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53299/429a04b2b63a0b872e0a71c059ddaa7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53299/9ed342c1d18e9019504941eadbc0d9ce.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,Avenida Miguel Damha,Condomínio,1000,386,587,4,4,4,4,8,8889,53299,-21.9652358557247,-47.8967535495758,582,0,,Condomínio Parque Residencial Damha I ,,900,550,,2660000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53286/1ee2fe3fd0834c4bc9a20373c9c3502f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53286/be7412b17cb72bffa8b318be053b95b5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53286/9a25e8312793ac7d18adaac1485f1653.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53286/c586c79c657d8f1cac37f64eaf56fbb5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53286/f290184bb0c72e52d3ede65d635f63aa.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Pacaembu,São Paulo,Avenida Maranhão,Sobrado,522,120,220,3,2,4,4,4,1612,53286,,,212,0,,,,,80,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53275/c1e90b31088221136a0b33c3fa2c2ea2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53275/bc84e222361851c5da6eb5e0f9d37126.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53275/fb35ed200173a20000fcacea2c2838d9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53275/7764ef1dc6fbb78419603db553c2e3f2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53275/cc9921a2709e009938841a53de2e45a2.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Chácara São João,São Paulo,Rua Quinze de Novembro,Galpão,3835,,1200,,1,,,,12001,53275,-22.0123100000000,-47.8737000000000,312,0,,,1200,,0,,,,
SL,"[{""idtCondominiumPhotos"":20097,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/745/19b7276c1a095c35997883a186173e66.jpg"",""flgNotShowSite"":0,""namFile"":""19b7276c1a095c35997883a186173e66.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20098,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/745/a5cffb984fc29d4cdd8b7becd066bd01.jpg"",""flgNotShowSite"":0,""namFile"":""a5cffb984fc29d4cdd8b7becd066bd01.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20099,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/745/97a6f3857cd1bbe77ef54c558b37189a.jpg"",""flgNotShowSite"":0,""namFile"":""97a6f3857cd1bbe77ef54c558b37189a.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20100,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/745/ab2132cf96cf554f21e11958c5605749.jpg"",""flgNotShowSite"":0,""namFile"":""ab2132cf96cf554f21e11958c5605749.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20101,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/745/ae5c794e40dcd69e7907ade44188299d.jpg"",""flgNotShowSite"":0,""namFile"":""ae5c794e40dcd69e7907ade44188299d.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Padrão,345,,76,2,1,2,2,3,3000,53208,-22.0130800000000,-47.9192600000000,1362,0,,Wish Parque Faber ,76,640,0,0,649900,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53195/1144bc59611fec248c68c7be49b2dc59.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53195/a496924818aeeb766f2e107e8a1b125d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53195/8d1b48c971c7caccf54cafa168c79a7c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53195/4bfe6507e5eff6b951c8b90287a07da3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53195/a0eae227455f688b33b6fe61cdef7eb1.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Cidade Aracy,São Paulo,AV. ARNOLDO ALMEIDA PIRES,Comercial,755,280,350,4,9,2,2,5,4000,53195,-22.0541400000000,-47.9071200000000,335,0,,,,,84.91,,600000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53189/bbcc42e2e46395449755c792f1d4d96f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53189/94f45f9404bdb9a22fb98fbbcddd11b2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53189/202a80e74d963507e5973e052888b01.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53189/c25d82430e5dd34d4d152d139a632aa9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53189/31dda2aeb4d1d31b7cd954b759e03097.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São Carlos,São Paulo,AV. COMENDADOR ALFREDO MAFFEI,Salão,2247,,100,,1,,,,2778,53189,-22.0202100000000,-47.8933200000000,219,0,,,100,,0,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53188/72754644aaf31fd5145fca0d71091275.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53188/713a7f7906f37685ad694448a80d1749.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53188/ea81b096bcf15f1590b333a0d77ff644.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53188/c91a327ecaf9c4578248e66d2541d947.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53188/6b7437e1c5bfe24b200ca62932020883.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São Carlos,São Paulo,AV. COMENDADOR ALFREDO MAFFEI,Salão,2241,,100,,1,,,,2779,53188,,,163,0,,,100,,0,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53179/e176ecd6fcadbc4edeabb556bbc74cfa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53179/b73e0f7fe508422c6ece1d388c026ca6.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53179/868ca68a8e932332df090bc90291435a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53179/3fd409156a1a1fcde7631234e40a719a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53179/2ad9f6e8a924a1ca436ed34d885a0f6d.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Vila Brasília,São Paulo,RUA LUIZ MARTINS RODRIGUES,Salão,833,,50,,1,,,,1200,53179,-21.9993800000000,-47.8830700000000,496,0,,,50,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53090/ef1caf0b11a76fd8b74c7a166cf2a855.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53090/44eb6425589fe15d45b0f527b70b6df2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53090/8616e5cbabd5e1296a5a7dcd77946d71.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53090/e18c5030aa2fd7c9e548e5974786de4d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53090/f53038d147c17470a7bb3898f3fd46b5.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Santa Maria II,São Paulo,Avenida Capitão Luiz Brandão,Galpão,2200,,300,,1,,,,2667,53090,-22.0008400000000,-47.8663500000000,267,0,,,300,,,0,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53070/feaf87e33a72e1cdb942f1c6b42ae909.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53070/cd7fe4c496489a09a3f624bd732e08f2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53070/970058f2f3105fc3ecd227b5127fbce4.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53070/854e89f019e3532e40579805e35cfa66.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/53070/478a2ff15d06129afa37474a73b064cb.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua Francisco Schiavone,Sobrado,853,342.25,250,4,3,5,5,5,3350,53070,-22.0331000000000,-47.9080300000000,620,0,,,,,310,0,752000,,
