indType,jsonPhotos,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,numNumber,prop_char_1,prop_char_2,prop_char_5,prop_char_176,prop_char_12,totalGarages,totalRooms,valLocation,idtProperty,latitude,longitude,totalAccess,flgHighlight,idtExternal,namCondominium,prop_char_95,valCondominium,valMonthIptu,flgReservedLocation,valSales,desTitleSite,urlVideo
L,"[{""idtCondominiumPhotos"":10588,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/df9fadf5e3f7972fa9be4a9937ea567b.jpg"",""flgNotShowSite"":0,""namFile"":""df9fadf5e3f7972fa9be4a9937ea567b.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10568,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/b053decaec3ff69b5330176f2cb231c4.jpg"",""flgNotShowSite"":0,""namFile"":""b053decaec3ff69b5330176f2cb231c4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10569,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/14c0e30af892b5ccc8d321680ae010e3.jpg"",""flgNotShowSite"":0,""namFile"":""14c0e30af892b5ccc8d321680ae010e3.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10570,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/f88760e8f8cff50cbee6cb62c5da975d.jpg"",""flgNotShowSite"":0,""namFile"":""f88760e8f8cff50cbee6cb62c5da975d.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10585,""numOrder"":7,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/add5d984f913cd3c1e6e2378dff55e5f.jpg"",""flgNotShowSite"":0,""namFile"":""add5d984f913cd3c1e6e2378dff55e5f.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Fehr,São Paulo,Servidão de Passagem João Deriggi,Padrão,181,,54.62,2,1,1,1,2,1334,66164,,,177,0,,Parque Monte Everest ,54.62,190,49,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66156/29b30edca2c5826d1b6fb83187fd1715.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66156/e0214a4b95c5fe2f6c65158364fb9b07.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66156/67bf8abe9c2b07030449e7d5bd6e221c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66156/2a59a80d6640d1449891b72c6fef99e7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66156/c8840e211a0e10b1200123b068ec53c6.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,1501,300,250,4,4,2,2,5,6667,66156,-21.9793400000000,-47.8971300000000,55,0,,Condomínio Village Damha I,,525,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66155/f99b656ab7144743e75c932602d15df3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66155/8a5ade008527e20276d533a688efd42c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66155/11c67998d86da5f3c265a3f1b003f5bd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66155/5d00a6f06392e86f8ebb84d4c6c64fc2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66155/b7c66588757d1b78e099d2083ca39484.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Condomínio Residencial Quebec,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,250,477.52,3,3,2,2,5,5000,66155,,,100,0,,Condomínio Residencial Quebec,,364.41,172.73,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66151/06102e7f907915ddc710b5d67d1387fa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66151/5b4b159eef60dea1693c7fedbc25189a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66151/47f64e1625eafb4b5f8c1c86e5a09095.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66151/7a328505fc17378071f50b9784dac05a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66151/28beb658e475b9ef64a0ebad4b9a72db.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,Rua Quinze de Novembro,Sala,1811,,90,,1,,,,3890,66151,-22.0122151000000,-47.8930924000000,103,0,,,90,,130,,,,
L,"[{""idtCondominiumPhotos"":10513,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgNotShowSite"":0,""namFile"":""315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10514,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/36a28617f258464c614c9e5b2235dcbc.jpg"",""flgNotShowSite"":0,""namFile"":""36a28617f258464c614c9e5b2235dcbc.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10515,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/4aeea1740b7eec19f9639124d15feefb.jpg"",""flgNotShowSite"":0,""namFile"":""4aeea1740b7eec19f9639124d15feefb.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66147/3890d55a1b2fc3ebbc42350ed8711bd7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66147/40ecf9d14ba29d75bd9c686a59794cca.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,1455,75,75,2,1,1,1,2,889,66147,-21.9848400000000,-47.9383400000000,375,0,,Moradas São Carlos I,,200,,1,,,
L,"[{""idtCondominiumPhotos"":18995,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/681/9e99dedd0b4d6926cdd38b131c3a61ca.jpg"",""flgNotShowSite"":0,""namFile"":""9e99dedd0b4d6926cdd38b131c3a61ca.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":18996,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/681/e8975c8fe39d6ebabd2184e7d1ee8f82.jpg"",""flgNotShowSite"":0,""namFile"":""e8975c8fe39d6ebabd2184e7d1ee8f82.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":18997,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/681/3807f387cc8d317e93c64fe91bece5c9.jpg"",""flgNotShowSite"":0,""namFile"":""3807f387cc8d317e93c64fe91bece5c9.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":18998,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/681/d4a55273f4c70c0350dedc121551cff1.jpg"",""flgNotShowSite"":0,""namFile"":""d4a55273f4c70c0350dedc121551cff1.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":18999,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/681/c2af15282fe9ccfe42edcb121ad9f388.jpg"",""flgNotShowSite"":0,""namFile"":""c2af15282fe9ccfe42edcb121ad9f388.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Padrão,420,,70,2,2,1,1,3,4223,66131,-22.0162900000000,-47.9165500000000,86,0,,Edifício Vermont,70,550,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66130/37e04f054f1fd995c35ed331a908e42a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66130/18ee639fd62a08cf2572771c2bf5c5de.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66130/349f64d394d61643f48039ec9b2e9a87.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66130/4b5c57d1f38f47fb623224261fc9925a.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Ipanema,São Paulo,Rua Vereador Lucas Perroni Júnior,Kitnet,371,,35,1,1,,,1,667,66130,-21.9878600000000,-47.9310600000000,106,0,,,35,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66129/7fbf7d075d90517e19c155c4091519dd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66129/d90f60cf6fa968f8f4fbba879ba45b52.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66129/fa30b9eb9a89b727a63cf0fc77b20ec0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66129/a91b2c43cd2c89f68ab19f5741975bf7.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Ipanema,São Paulo,Rua Vereador Lucas Perroni Júnior,Kitnet,371,,30,1,1,,,1,615,66129,-21.9878600000000,-47.9310600000000,49,0,,,30,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66128/22ad8799179660960b4cd4b7decb1aca.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66128/c67fd547e476e99ff99e1afde32ff2f6.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66128/0d71522c7ee6208bf332a78f7e8e7279.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66128/4ae3e66d94fe0de8090502f82fc9c8c2.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Ipanema,São Paulo,Rua Vereador Lucas Perroni Júnior,Padrão,371,,30,1,1,,,1,615,66128,-21.9878600000000,-47.9310600000000,37,0,,,30,,,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66127/818c856ae2152ddd8c29db2c13b2328b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66127/2c23fcecc0b3989d6e29a5c433e8eac0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66127/fd19cc46e940a9c25670b009f1325eac.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66127/df163ab659d53c638194e1f52c9613a0.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Parque Santa Mônica,São Paulo,Rua Madre Saint Bernard,Sala,890,,13,,1,,,,889,66127,-22.0089200000000,-47.9024300000000,42,0,,,13,,30,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66126/157c541e711b0d21828229fa53d739fa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66126/f36429116b4f98b6df0fd5701553dfc4.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66126/bd3adcd58c057a6568bd74594b3b1149.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66126/db62913cb9de6234930f81b5e674828a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66126/56aa0a4c64854b78f7004ffc98df3019.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Parque Santa Mônica,São Paulo,Rua Madre Saint Bernard,Sala,978,,18.33,,1,,,,1334,66126,-22.0077858000000,-47.9024532000000,22,0,,,18.33,,30,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66122/e2ff0875a9de55540057f35b84d44382.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66122/1a29008e330cc6f777ef8055f4c69128.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66122/0d2ce4c0e6066c772f4a18f10bc943c9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66122/c87efbcec15a327b22d55034e290cef1.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66122/6852e1ac55795e38278806cf4a4f6554.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São Carlos,São Paulo,AV. COMENDADOR ALFREDO MAFFEI,Salão,1310,,580,,4,3,3,,16667,66122,-22.0170280000000,-47.9000159000000,15,0,,,580,,,,,,
L,"[{""idtCondominiumPhotos"":10588,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/df9fadf5e3f7972fa9be4a9937ea567b.jpg"",""flgNotShowSite"":0,""namFile"":""df9fadf5e3f7972fa9be4a9937ea567b.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10568,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/b053decaec3ff69b5330176f2cb231c4.jpg"",""flgNotShowSite"":0,""namFile"":""b053decaec3ff69b5330176f2cb231c4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10569,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/14c0e30af892b5ccc8d321680ae010e3.jpg"",""flgNotShowSite"":0,""namFile"":""14c0e30af892b5ccc8d321680ae010e3.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10570,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/f88760e8f8cff50cbee6cb62c5da975d.jpg"",""flgNotShowSite"":0,""namFile"":""f88760e8f8cff50cbee6cb62c5da975d.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10585,""numOrder"":7,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/360/add5d984f913cd3c1e6e2378dff55e5f.jpg"",""flgNotShowSite"":0,""namFile"":""add5d984f913cd3c1e6e2378dff55e5f.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Fehr,São Paulo,Servidão de Passagem João Deriggi,Padrão,181,,50,2,1,1,1,2,734,66100,,,128,0,,Parque Monte Everest ,50,209,43,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66098/d37fa8edc82d562d13c9feebf2671908.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66098/a9e58979d838c12f8fa48bc99ad05dca.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66098/2e946b6a6b349a44d5e46ccabeca9701.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66098/095388224b90d0f503589ea2a5fca8ac.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66098/8813c2cdd5bebb98ec4d8720421c2e10.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São João Batista,São Paulo,Rua Antônio Blanco,Salão,1415,,34,,1,,,,910,66098,-22.0032194000000,-47.8774694000000,45,0,,,,,11,,,,
L,"[{""idtCondominiumPhotos"":17701,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/395/1a5a47f97cf225f198b40d95c026c648.jpg"",""flgNotShowSite"":0,""namFile"":""1a5a47f97cf225f198b40d95c026c648.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":17702,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/395/d22236de959048758c9326739109024a.jpg"",""flgNotShowSite"":0,""namFile"":""d22236de959048758c9326739109024a.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":17703,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/395/bba8cd38b657921be87db154004da905.jpg"",""flgNotShowSite"":0,""namFile"":""bba8cd38b657921be87db154004da905.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":17704,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/395/a346ed786f03a1fa2a904eeb8b1e7bc8.jpg"",""flgNotShowSite"":0,""namFile"":""a346ed786f03a1fa2a904eeb8b1e7bc8.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":17705,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/395/879cd464a3941fb216f3cdd8f7a8323e.jpg"",""flgNotShowSite"":0,""namFile"":""879cd464a3941fb216f3cdd8f7a8323e.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Padrão,520,,59,2,2,1,1,3,2223,66093,-22.0162900000000,-47.9165500000000,219,0,,Condomínio Green View,59,400,150,,,,
L,"[{""idtCondominiumPhotos"":10885,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/377/fd31c5c21fe2bcd8c5209d982eef7495.jpg"",""flgNotShowSite"":0,""namFile"":""fd31c5c21fe2bcd8c5209d982eef7495.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10886,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/377/e367d1bef42533cafb2355cb5517364e.jpg"",""flgNotShowSite"":0,""namFile"":""e367d1bef42533cafb2355cb5517364e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10887,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/377/a37754064bdd2f7c4c2b87e9b74e3e08.jpg"",""flgNotShowSite"":0,""namFile"":""a37754064bdd2f7c4c2b87e9b74e3e08.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66092/e0da8523ba6cdf0c2cbb028e9bde886e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66092/b99bdb545e974db61e2992f60e661431.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Vila Pelicano,São Paulo,RUA ROBERTO SIMONSEN,Padrão,10,,47.52,2,1,1,1,2,1556,66092,-22.0218800000000,-47.8975500000000,108,0,,Residencial Aline,47.52,204,40,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66081/06658e7f91a65ea26c9dc0f077e45213.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66081/a3bfd35ff6d2f3f020cd8d688e11608d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66081/0bad184f5e5256556b2d1e85833de162.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66081/dcb8d7d6cff6ca8a4d8ae8dc45938a99.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66081/421dcd6e6ada9c756c1da3bd15bd728e.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Vila Conceição,São Paulo,Rua Narus Nishihara,Salão,123,,58,,1,,,,900,66081,-22.0475200000000,-47.8923200000000,41,0,,,58,,38,,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66068/584ee029f8340dce19ec2eb5e2381b5b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66068/b87b0e195ecd6680a6ff6482ce66f3be.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66068/32ce84f4f4e98bb5707920995e23a1a8.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66068/5c5040d52526824957eb3541d2c17ba5.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66068/bf30598af03ca2a0e8d7fca7da61df12.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Centro,São Paulo,Rua Padre Teixeira,Sala,1842,,130.72,,2,,,,5000,66068,-22.0142700000000,-47.8925800000000,33,0,,,110,,130,,489000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66057/ab018007f9efac90f61d41de9bc11881.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66057/592559d61bf83aac4208ccdf8c4b4865.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66057/717f5a681727fe9e34099483551ec463.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66057/be733bdfd3d7c2fb715c3a07f4dfc561.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66057/975b10046cacf28b2e689526d6ce3f66.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Residencial Monsenhor Romeu Tortorelli,São Paulo,Avenida João Stella,Sobrado,51,162,162,2,1,2,2,2,1667,66057,-22.0064200000000,-47.9222600000000,118,0,,,,,72,,,,
