indType,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,Area,Total_area,Bedrooms,Bathrooms,Garages,totalGarages,totalRooms,valSales,idtProperty
S,Casas,São Carlos,1,Jardim Hikari,São Paulo,RUA VICENTE PETRILLI,Padrão,200.0,200.0,4.0,2.0,0.0,0.0,4.0,750000,51415
S,Casas,São Carlos,1,Chácara São Caetano,São Paulo,Rua Ângelo Carduchi,Padrão,186.0,276.0,2.0,1.0,3.0,3.0,2.0,425000,51409
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,110.0,128.0,3.0,1.0,3.0,3.0,3.0,235000,51407
S,Casas,São Carlos,1,Centro,São Paulo,TVS WALDEMAR NUTTI,Padrão,115.89,151.55,2.0,1.0,2.0,2.0,2.0,270000,51402
S,Casas,São Carlos,1,Jardim Paulista,São Paulo,Rua Papa João XXIII,Padrão,100.0,100.0,2.0,1.0,2.0,2.0,2.0,320000,51383
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Carlos Marra,Padrão,207.0,250.0,2.0,1.0,2.0,2.0,2.0,320000,51372
S,Casas,São Carlos,1,Vila Carmem,São Paulo,Rua Antônio Frederico Ozanan,Padrão,108.0,125.0,3.0,2.0,2.0,2.0,4.0,210000,51271
S,Casas,São Carlos,1,CENTRO,São Paulo,Rua Doutor Orlando Damiano,Padrão,275.0,480.0,3.0,3.0,2.0,2.0,4.0,940000,51258
S,Casas,São Carlos,1,Parque Santa Marta,São Paulo,Avenida Doutor Renato de Toledo Porto,Padrão,126.49,126.49,3.0,2.0,2.0,2.0,4.0,460000,51249
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Comercial,163.83,210.5,4.0,2.0,4.0,4.0,4.0,650000,51242
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,RUA SÃO JOAQUIM,Padrão,217.11,360.0,3.0,2.0,2.0,2.0,4.0,650000,51200
S,Casas,São Carlos,1,JARDIM VENEZA,São Paulo,Rua Nelcio Torresam,Padrão,95.0,125.0,2.0,2.0,2.0,2.0,3.0,270000,51194
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,RUA FRANCISCO FIORENTINO,Padrão,110.0,255.0,2.0,2.0,2.0,2.0,2.0,270000,51126
S,Casas,São Carlos,1,Centro,São Paulo,RUA VISCONDE DE INHAÚMA,Padrão,96.0,87.5,2.0,1.0,0.0,0.0,2.0,266000,51123
S,Casas,São Carlos,1,Vila Morumbi,São Paulo,Avenida Morumbi,Comercial,230.0,250.0,2.0,1.0,0.0,0.0,2.0,250000,51096
S,Casas,São Carlos,1,Vila Morumbi,São Paulo,Avenida Morumbi,Padrão,330.0,330.0,3.0,2.0,10.0,10.0,3.0,850000,51020
S,Casas,São Carlos,1,Condomínio Residencial Quebec,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Padrão,304.0,308.0,4.0,3.0,4.0,4.0,5.0,1310000,51018
S,Casas,São Carlos,1,Vila Prado,São Paulo,RUA SÃO PIO X,Padrão,232.2,297.75,3.0,2.0,2.0,2.0,4.0,750000,51017
S,Casas,São Carlos,1,Centreville,São Paulo,RUA JOSÉ RODRIGUES SAMPAIO,Padrão,234.8,491.04,3.0,2.0,2.0,2.0,4.0,730000,50963
S,Casas,São Carlos,1,Residencial Eldorado,São Paulo,Rua Miguel Petroni,Condomínio,220.0,321.7,3.0,2.0,2.0,2.0,4.0,1200000,50885
S,Casas,São Carlos,1,Jardim Acapulco,São Paulo,Rua Diamantino Pereira,Padrão,236.0,250.0,4.0,3.0,2.0,2.0,4.0,750000,50879
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,100.0,100.0,2.0,1.0,2.0,2.0,2.0,330000,50877
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,56.0,100.0,2.0,1.0,2.0,2.0,2.0,209000,50875
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Murillo Cassinelli Porto,Sobrado,299.0,250.0,3.0,2.0,2.0,2.0,4.0,870000,50873
S,Casas,São Carlos,1,Residencial Monsenhor Romeu Tortorelli,São Paulo,Rua Doutor Morency Arouca,Padrão,125.4,125.4,2.0,1.0,4.0,4.0,2.0,250000,50866
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50849
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50848
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50847
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50846
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50845
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,Rua Serra Clube,Padrão,63.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50843
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Condomínio,60.0,87.0,3.0,1.0,2.0,2.0,3.0,351063,50816
S,Casas,São Carlos,1,Jardim Nova Santa Paula,São Paulo,Rua Doutor Donato dos Santos,Padrão,84.0,84.0,2.0,1.0,1.0,1.0,2.0,235000,50750
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Rua Djalma Ferraz Kehl,Padrão,59.0,59.0,2.0,1.0,1.0,1.0,2.0,171000,50675
S,Casas,São Carlos,1,Jardim Tangará,São Paulo,Avenida Dom Carmine Rocco,Padrão,105.0,125.0,2.0,1.0,2.0,2.0,2.0,266000,50672
S,Casas,São Carlos,1,Loteamento Municipal São Carlos 3,São Paulo,Rua Luiz Rodrigues Sampaio,Padrão,216.0,216.0,3.0,2.0,2.0,2.0,3.0,383000,50660
S,Casas,São Carlos,1,Centro,São Paulo,RUA AQUIDABAN,Comercial,280.0,500.0,3.0,2.0,2.0,2.0,4.0,1000000,50656
S,Casas,São Carlos,1,CENTRO,São Paulo,Rua Dom Pedro II,Sobrado,378.58,405.0,3.0,2.0,4.0,4.0,3.0,850000,50655
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Giuseppe Broggio,Sobrado,150.0,125.0,3.0,3.0,2.0,2.0,5.0,318000,50640
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,RUA PROFESSORA ELYDIA BENETTI,Padrão,95.0,125.0,2.0,2.0,2.0,2.0,3.0,320000,50638
