indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Terreno,Condomínio Parque Faber IV,Parque Faber Castell,Passeio das Magnólias,Condomínio,1060,,360,,,,,500000,,,319,0,,0,
S,Casas,Condomínio Parque Residencial Damha III,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Sobrado Condomínio,800,420,480,4,5,4,8,2750000,-21.9649,-47.89672,469,0,,420,
S,Casas,Condomínio Nossa Senhora de Nazaré,Jardim Cardinalli,Rua Pastor Cyrus Basset Dawsey,Condomínio,40,100,170,2,2,2,2,383000,-22.02228787,-47.87522078,566,0,40,0,
S,Casas,Condomínio Nossa Senhora de Nazaré,Jardim Cardinalli,Rua Pastor Cyrus Basset Dawsey,Condomínio,40,100,170,2,3,2,3,350000,-22.0229,-47.87304,547,0,40.45,0,
S,Casas,,Vila Brasília,RUA COLÔMBIA,Padrão,415,142.66,180.3,3,3,2,4,460000,-21.99711,-47.87924,317,0,0,,
S,Apartamentos,Edifício Residencial Bosque dos Ipês,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,637,,47.57,2,1,1,2,210000,-22.0335165,-47.8649533,202,0,,275,47.54
S,Apartamentos,Condomínio Mont Park ,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Padrão,475,,48,2,1,1,2,149000,-21.98461,-47.89507,47,0,,0,48
S,Casas,Moradas São Carlos I,Jardim Ipanema,Avenida Otto Werner Rosel,Padrão,1455,59.3,100,2,1,2,2,260000,-21.97992633,-47.94202387,314,0,0,159,
S,Apartamentos,Condomínio Mont Park ,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Padrão,475,,48,2,1,1,2,160000,,,292,0,,0,48
S,Casas,,Cidade Aracy,Rua Rubens Fernando Monte Ribeiro,Padrão,119,120,150,1,1,2,1,191500,-22.0581952,-47.9036358,277,0,29.55,,
S,Casas,Moradas São Carlos I,Jardim Ipanema,Avenida Otto Werner Rosel,Condomínio,1455,48,100,2,1,1,2,202999,-21.97992633,-47.94202387,493,0,,125,
SL,Apartamentos,Parque Monte Everest ,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,190000,-21.97879214,-47.93982983,443,0,35,163,45
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,271,308,3,4,,5,1596000,-21.98472167,-47.93348908,553,0,0,0,
S,Comercial,,Jardim Centenário,RUA JORGE TIBIRIÇÁ,Salão,211,,165,,2,,,320000,-21.99877,-47.90572,130,0,0,,100
S,Casas,,CENTRO,AV. DOUTOR CARLOS BOTELHO,Padrão,2622,139.11,389.48,2,1,0,2,549999,-22.01144,-47.8924,1033,0,,,
S,Apartamentos,Edifício Residencial Módena ,Residencial Américo Alves Margarido,Rua Paulina Landgraf Pozzi,Padrão,149,,45.52,1,1,1,1,170000,-22.00869,-47.8662,332,0,270,140,
S,Apartamentos,Edifício Recanto Verde,Jardim Tangará,Rua Victório Bonucci,Padrão,555,,50,2,1,1,2,211000,,,344,0,32,192,50
S,Apartamentos,Residencial Crystal Palace,Vila Marcelino,Rua Raimundo Correa,Padrão,1381,,50,2,1,1,2,240000,-22.0319,-47.87614,187,0,90,300,50
S,Apartamentos,Edifício Alexandre Previero,CENTRO,RUA SETE DE SETEMBRO,Padrão,2391,,153,3,2,1,4,800000,-22.01586,-47.8871,438,0,0,1000,
S,Casas,,Jardim Centenário,Rua João Ramalho,Padrão,203,150,330,3,2,4,4,480000,-22.00006,-47.90484,295,0,,,
S,Casas,,Vila Carmem,Rua Cesar Dacorso Filho,Padrão,1129,120,250,2,2,2,2,419000,,,169,0,,,
SL,Casas,,Jardim Alvorada,Rua Doutor Domingos Faro,Sobrado,61,303,312,3,4,8,5,852000,-22.00991,-47.90868,351,0,240,,
S,Apartamentos,Edifício Vitruviano ,Vila Costa do Sol,Rua Rui Barbosa,Padrão,2540,,89.76,2,2,2,3,360001,-22.00315,-47.88709,470,0,70,390,73.78
S,Casas,,Vila Brasília,Rua Antônio Narvais,Padrão,231,134,260,3,3,3,4,400000,-21.99861,-47.88347,555,0,80,,
S,Casas,,Jardim Nova Santa Paula,RUA LIBORIO MARINO,Padrão,97,189,360,3,2,2,4,500000,-21.99655,-47.90122,635,0,215,,
S,Apartamentos,Edifício Suns  Place,Jardim Alvorada,Rua Doutor Domingos Faro,Padrão,338,,,1,1,1,1,120000,,,254,0,0,160,40
S,Casas,,Parque Fehr,Rua Gervásio Cyrino,Padrão,393,151.91,250,3,2,2,4,595000,-21.97972,-47.94013,561,0,0,,
S,Terreno,,Jardim Beatriz,Rua Irineu Rios,Lote,0,,375,,,,,255000,-22.03735,-47.90611,213,0,,,
S,Apartamentos,Edifício Hikare Garden ,Parque Industrial,Rua Rodolfo Luporini,Padrão,370,,54,2,1,1,2,191500,,,321,0,,280,54
S,Casas,,Parque Fehr,RUA ESTHER DO AMARAL ZAITUNE,Padrão,124,171,250,3,2,2,4,639001,-21.97961,-47.93322,442,0,,,
S,Rural,,VALE DO UIRAPURU,Rua Dulcinéia Augusta Zambon,Chácara,364,95,,2,4,,3,550000,,,250,0,,,
S,Comercial,,Planalto Paraíso,RUA SEBASTIÃO DE MORAES,Salão,886,,282,,3,,,330000,-22.0046015,-47.9179611,170,0,,,275
S,Apartamentos,Edifício Suns  Place,Jardim Alvorada,Rua Doutor Domingos Faro,Padrão,338,,42,1,1,1,1,170001,,,905,0,71,155,42
S,Casas,Condomínio Parque Faber I,Parque Faber Castell,OUT DAS GOIABEIRAS,Sobrado Condomínio,11,320,878,4,2,4,5,2120000,-22.01664,-47.92091,267,0,,540,
S,Casas,,Loteamento Habitacional São Carlos 1,Rua Domingos Mário Paino,Padrão,45,,150,2,1,2,2,200000,,,196,0,,,
S,Casas,,Parque Sisi,Rua Riskalla Hadad,Padrão,1590,80,180,2,1,2,2,230000,-22.00384,-47.92328,429,0,0,,
S,Casas,,Jardim Araucária,Rua AMÉLIA CAMPITELLI MARCHETTI,Padrão,245,58,169,2,2,2,2,213000,-21.9723842,-47.950432,364,0,0,,
S,Apartamentos,Edifício Monte Nevada ,Vila Irene,Rua Doutor Joaquim Inácio de Moraes,Padrão,260,,45,2,1,1,2,170000,-22.03071,-47.88303,150,0,0,230,45
S,Casas,,Jardim Santa Paula,Rua Virgílio Pozzi,Padrão,111,188.5,250,3,3,2,5,650000,-22.00106,-47.90329,389,0,0,,
S,Casas,,NSA APARECIDA,Rua Mário de Santi,Padrão,79,96.32,181.76,3,2,4,4,430000,-22.02465,-47.877,330,0,0,,
S,Casas,,Centreville,Rua Santa Cruz,Padrão,598,442,1348,3,1,1,3,638000,-22.02345,-47.8889,322,0,0,,
S,Rural,,Loteamento Aracê de Santo Antonio II,Av VICENTE MASSUCIO NETO,Chácara,100,,,,0,,,130000,,,316,0,,,
S,Apartamentos,Edifício Valentina Park,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,45,1,1,1,1,298000,-22.01378,-47.91817,163,0,,298000,45
SL,Casas,,Jardim Santa Paula,RUA OSCAR DE SOUZA GERIBELO,Padrão,484,180,300,3,3,5,4,610000,-21.99874,-47.89999,810,0,126.77,,
S,Casas,,Vila Boa Vista,Rua Luiz Carlos de Arruda Mendes,Padrão,781,94.5,125,2,2,2,3,350000,-22.0258822,-47.9071224,235,0,,,
S,Casas,,Jardim Bandeirantes,RUA ABRAHÃO JOÃO,Padrão,941,100,150,2,1,2,2,394000,-22.00099,-47.91051,284,0,,,
S,Terreno,,Jardim Santa Júlia,Rua Antonio Antonioli,Padrão,143,,243,,,,,205000,,,200,0,,,
S,Apartamentos,Spazio Mont Royal,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,45,2,1,,2,165000,-22.04005535,-47.87732363,189,0,0,0,45
S,Apartamentos,Edificio Via Campus,Jardim Macarengo,RUA ADOLFO CATANI,Padrão,433,,70,2,1,1,2,454500,-22.0066753,-47.8852969,255,0,,0,70
S,Terreno,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,,222.54,,,,,215000,-21.96297,-47.88913,345,0,0,200,
S,Apartamentos,Residencial Ana Paula ,Vila Rancho Velho,Rua Theodolina Modena Coca,Padrão,85,,55,2,1,1,2,200000,-22.01084,-47.86918,643,0,31.3,280,55
S,Casas,,SAO CARLOS 1,RUA PAULO TOYAMA RIUJI,Sobrado,437,120,175,3,2,4,4,270000,-21.99489,-47.92348,225,0,,,
S,Terreno,,Jardim Ipanema,Rua Ricardo de Assis Pereira,Padrão,0,,275,,,,,187000,-21.9887,-47.9295,382,0,,,
S,Terreno,,Parque Belvedere,Rua Maria Broggio Asenha,Lote,500,,665,,,,,535000,,,141,0,0,,
S,Terreno,,Parque Belvedere,RUA TADAO KAMICADO,Lote,15,0,742,,,,,425000,,,215,0,0,,
S,Casas,,Vila Prado,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,476,100,325,3,1,2,3,340000,-22.02604,-47.90003,1048,0,84.8,,
S,Casas,,Residencial Parque Douradinho,Rua Miguel Petrilli,Padrão,141,132,172.5,2,2,3,3,520000,-22.01817,-47.84391,182,0,,,
S,Comercial,Condomínio Tríade 1 - Edifício Londres ,Parque Faber Castell,Rua Passeio dos Ipês,Sala,320,,38,,1,,,260001,-22.01963,-47.91604,687,0,95.89,450,38
S,Terreno,,Jardim das Torres Prolongamento,Estrada Municipal Cônego Washington José Pera,Residencial,,,280.88,,,,,213000,,,158,0,0,,
S,Casas,,Jardim Beatriz,Rua Professor José Geraldo Keppe,Padrão,1524,217.96,321.04,5,4,2,5,290000,-22.03977,-47.90571,225,0,,,
S,Apartamentos,Edifício Mazzo,Parque Sabará,Rua Lourenço Inocentini,Padrão,461,,,2,1,1,2,212000,-22.01038,-47.8668,416,0,55,320,62
S,Apartamentos,Residencial Monte Dos Andes,Residencial Monsenhor Romeu Tortorelli,AV. JOÃO STELLA,Padrão,480,,50,2,1,1,2,185000,,,305,0,35,160,50
S,Casas,,Jardim Embaré,Rua Lino Barros de Moura,Padrão,200,111,250,2,3,2,3,410000,-21.96958,-47.93115,320,0,,,
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1400,270,480,3,3,4,6,1800000,-21.9649,-47.89672,431,0,,450,
S,Terreno,,Planalto Paraíso,Rua José Missali,Padrão,105,,540,,,,,380000,,,285,0,,,
S,Apartamentos,Parque dos Jacarandás,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,427,,47.85,2,1,1,2,230000,-22.03335,-47.86621,237,0,,0,47.85
S,Casas,,Jardim Bicão,Rua José Laurimir Laurindo Leandro,Sobrado,324,167.16,132,3,2,2,3,373000,-22.02973,-47.91076,309,0,,,
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,192,311.85,3,4,2,6,1200000,-21.98472167,-47.93348908,365,0,,0,
S,Casas,,Jardim São Carlos 5,Rua Dona Maria Cecília Botelho Ferraz,Padrão,80,95,200,3,1,4,3,186000,-21.99001,-47.92837,407,0,0,,
S,Casas,Condomínio Residencial Swiss Park,Parque Faber Castell,Passeio das Palmeiras,Condomínio,321,290,484.34,3,3,,6,2300000,-22.01914488,-47.92050183,460,0,0,0,
S,Casas,,Residencial Monsenhor Romeu Tortorelli,Rua Roberto Ferreira Lassance,Padrão,246,87,125,2,1,2,2,295000,,,302,0,,,
S,Terreno,,Jardim Beatriz,Rua Batista Laura Ricetti,Lote,0,,275,,,,,190000,-22.03624,-47.9104,158,0,,,
S,Apartamentos,Edifício Mirante Araucária ,Jardim Alvorada,Rua Luiz Barbosa de Campos,Padrão,142,,50,2,1,1,2,213000,-22.00998,-47.90773,918,0,63.64,226.26,50
S,Casas,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1000,440,565,4,4,4,8,3250000,-21.96523586,-47.89675355,405,0,0,0,
S,Casas,,Vila Boa Vista,Rua Pedro José Neto,Padrão,156,179,250,4,2,2,4,240000,-22.03369,-47.90059,331,0,0,,
S,Casas,,Recreio dos Bandeirantes,Avenida Paulo de Arruda Correa da Silva,Sobrado,126,288.7,250,4,3,3,5,550001,-22.0232,-47.91219,398,0,,,
S,Terreno,,Parque dos Timburis,Rua Cremilde Zabotto Poianas,Padrão,,,140.7,,,,,149000,,,217,0,,,
S,Terreno,,Jardim Letícia,RUA MANOEL DUARTE,Padrão,1,,250,,,,,160000,-22.02928,-47.86682,260,0,,,
S,Casas,,Recreio dos Bandeirantes,RUA TRABALHO COM FRATERNIDADE,Padrão,173,78,285.75,1,2,2,2,350000,-22.02262,-47.91304,168,0,,,
S,Apartamentos,Spazio Monte Alto ,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,54,2,2,1,3,215000,-21.98694,-47.92543,305,0,,0,54
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,180000,-21.95781293,-47.88708687,210,0,,0,
S,Casas,Condomínio Village Damha III,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Condomínio,1500,227,302,3,4,4,6,1330000,,,556,0,,350,
S,Terreno,,Cidade Aracy,RUA AUGUSTO WENZEL,Lote,0,,250,,,,,100000,-22.05509,-47.9004,180,0,,,
S,Terreno,,Cidade Aracy,Rua Augusto Barbosa,Lote,0,,125,,,,,70000,-22.05636,-47.91461,286,0,,,
S,Terreno,,Jardim Nova Santa Paula,RUA LIBORIO MARINO,Padrão,0,,920,,,,,798000,-21.99557,-47.89785,216,0,,,
S,Casas,,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Padrão,1320,260,217,3,2,2,4,900000,-22.0170342,-47.8999493,237,0,62.45,,
S,Terreno,Condomínio Monte das Araucárias ,SANTA FELICIA,AV. BRUNO RUGGIERO FILHO,Condomínio,180,,300,,,,,340000,-22.0001151,-47.9170361,352,0,0,0,
S,Terreno,,RESIDENCIAL ITAMARATI,RUA CIDADE SHIBATA,Residencial,327,,250,,,,,212000,-21.9995635,-47.8515049,85,0,,,
SL,Casas,,Parque Industrial,Rua Rodolfo Luporini,Padrão,225,323,300,4,5,4,8,1064001,-21.990165,-47.9010802,453,1,190,,
S,Apartamentos,Edifício Vila Urbana,Vila Brasília,Rua Costa Rica,Padrão,75,,,2,1,1,2,200000,-21.99555,-47.88186,312,0,,0,80
S,Terreno,Condomínio Monte das Araucárias ,SANTA FELICIA,AV. BRUNO RUGGIERO FILHO,Condomínio,180,,300,,,,,310000,-22.0001151,-47.9170361,292,0,,0,
S,Casas,,Jardim Macarengo,Rua Jacinto Favoreto,Padrão,491,101,238,2,1,1,2,350000,-22.00593,-47.89318,568,0,0,,
S,Terreno,Condomínio Monte das Araucárias ,SANTA FELICIA,AV. BRUNO RUGGIERO FILHO,Condomínio,180,,300,,,,,335000,-22.0001151,-47.9170361,312,0,,0,
S,Casas,,CENTRO,Rua Doutor Orlando Damiano,Padrão,2769,191,270,3,3,2,4,585000,-22.00846,-47.88351,812,0,181.73,,
S,Apartamentos,,Parque Sabará,Rua Lourenço Inocentini,Padrão,613,,36,1,1,1,1,180000,,,214,0,30,,36
S,Terreno,Condomínio Parque Faber II,Parque Faber Castell,Passeio dos Tangarás,Condomínio,,,460,,,,,550000,,,227,0,,500,
S,Casas,,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Padrão,2997,99.6,,3,1,,3,250000,,,146,0,,,
S,Casas,,Vila Lutfalla,RUA ROCHA POMBO,Padrão,270,254.94,426,3,2,4,4,735001,-22.02927,-47.88844,314,0,,,
S,Casas,,Vila Santa Madre Cabrini,Rua José Fernandes Nunes,Padrão,128,113,125,2,2,2,3,280000,-22.04973,-47.89424,237,0,0,,
S,Apartamentos,Edifício Jardim Europa,Jardim Nova Santa Paula,Rua Américo Jacomino Canhoto,Padrão,175,,70,3,2,1,4,270000,-21.9958,-47.90102,414,0,,300,70
S,Apartamentos,Condomínio Green View,Parque Faber Castell,Passeio das Palmeiras,Padrão,520,,80.28,3,2,1,4,430000,-22.01849,-47.91957,659,0,0,336,63.91
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1400,235.33,432,3,4,,6,1600000,-21.9649,-47.89672,583,0,,0,
S,Casas,,Jardim São Carlos 5,Rua Dona Maria Cecília Botelho Ferraz,Padrão,121,280,,5,3,2,5,170000,,,327,0,,,
S,Comercial,Condomínio Tríade 2 - Edifício São Paulo ,Parque Faber Castell,Passeio dos Flamboyants,Sala,60,,95.9,,1,1,,320000,-22.01972,-47.91686,423,0,95,508,47
S,Apartamentos,,Jardim Bandeirantes,Rua Padre Oliveira Rollin,Kitnet,455,,500.38,1,1,3,1,1000000,-22.00127,-47.90732,269,0,,,38
S,Rural,Balneário Santo Antônio ,Broa,rua 13,Chácara,1443,180,,2,1,8,2,250000,,,427,0,,70,
S,Casas,,Vila Boa Vista,Rua Pedro José Neto,Padrão,229,184,220,3,2,2,4,400000,-22.03402,-47.90006,230,0,,,
S,Rural,Condomínio Parque Itaipu ,Parque Itaipu,Alameda Aquá,Chácara em condomínio,0,,,,,,,1100000,,,462,0,,0,
S,Apartamentos,Edifício Letícia,Jardim Paraíso,Rua Conselheiro Soares Brandão,Padrão,1104,,43,1,1,1,1,170000,,,280,0,0,160,43
S,Casas,,Vila Boa Vista,RUA FRANCISCO FIORENTINO,Sobrado,1280,200,125,3,2,2,4,300000,-22.03339,-47.90155,360,0,,,
S,Apartamentos,Edificio Spazio Mont Vernon,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,1000,,,2,1,1,3,222000,,,294,0,,0,48
S,Casas,,Jardim Bandeirantes,Rua Padre Faustino,Padrão,71,50,360,2,1,2,2,266000,,,211,0,0,,
S,Apartamentos,Edifício Recanto Verde,Jardim Tangará,Rua Victório Bonucci,Padrão,555,,50.82,2,1,1,2,250000,,,237,0,,180,50.82
S,Apartamentos,Residencial De Vitro,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,325,,48,2,1,1,2,150000,-22.03305,-47.86829,259,0,,0,48
S,Casas,,Vila Boa Vista 1,Rua Henrique Gregori,Comercial,56,280,,3,3,2,4,750000,-22.03561,-47.90115,133,0,,,
S,Apartamentos,Edifício Residencial Bosque dos Ipês,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,637,,58,2,1,1,2,210000,-22.0335165,-47.8649533,343,0,,0,47
S,Casas,,Jardim São João Batista,Rua Calimerio Martinez,Padrão,426,59.15,125,2,1,1,2,250000,-22.0044216,-47.8721399,310,0,,,
S,Casas,,Vila Costa do Sol,RUA ANTÔNIO BLANCO,Padrão,459,75.9,150,2,1,,2,330000,-22.00229,-47.88671,274,0,,,
S,Apartamentos,Edificio Spazio Mont Vernon,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,1000,,60,2,2,1,3,185000,,,391,0,0,0,60
S,Casas,Condomínio Parque Faber II,Parque Faber Castell,Alameda dos Tuins,Padrão,123,344.57,448,4,5,4,6,1500000,-22.01221,-47.91336,350,0,0,0,
S,Casas,,ROMEU TORTORELLI,RUA PEDRO PAULO PORTO,Sobrado,197,147,125.1,3,1,2,3,165000,-22.00682,-47.9239,287,0,,,
S,Apartamentos,Edifício Quartier Paulistano,Jardim Paulistano,Rua Antônio Fischer dos Santos,Padrão,159,,40,1,1,1,1,224000,-21.99707,-47.89852,322,0,50,120,40
S,Terreno,Condomínio Parque Residencial Damha IV,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1601,0,384,,,,,554000,-21.9649,-47.89672,222,0,0,0,
S,Apartamentos,Residencial Bela Vista ,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,135,,64.1,3,1,1,3,176000,-21.98655719,-47.89429662,371,0,0,386,64.1
S,Casas,,Vila Boa Vista 1,RUA CORONEL DOMINGOS MARINO DE AZEVEDO,Padrão,75,210,400,3,4,8,6,640000,-22.03222,-47.90917,191,0,0,,
S,Apartamentos,Condomínio Green View,Parque Faber Castell,Passeio das Palmeiras,Padrão,520,,64,3,2,,4,414000,-22.01849,-47.91957,1102,0,197.42,369.02,64
S,Casas,,Jardim Bandeirantes,Rua Padre Bonilha,Padrão,121,230,300,3,1,2,3,447000,-22.00227,-47.90573,263,0,0,,
S,Apartamentos,Vila Verde Sabará (Apartamento),Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,1000,,,3,2,1,4,350000,-22.0149475,-47.85875201,488,0,0,360,70
S,Apartamentos,Edifício London Park,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,127,,54,2,1,2,2,270000,-22.03285,-47.87002,174,0,,250,54
S,Casas,,Vila Rancho Velho,Rua Joaquim Eduardo Catarino,Padrão,1885,204.11,275.5,4,3,10,6,500000,-22.01744,-47.87126,361,0,107.89,,
S,Casas,,Vila Costa do Sol,RUA CAPITÃO ALBERTO MENDES JÚNIOR,Padrão,595,210.84,510,4,1,2,4,750000,,,222,0,0,,
S,Casas,,Vila Prado,RUA QUINTINO BOCAIÚVA,Padrão,1190,156,300,2,1,,2,290000,-22.03194,-47.89985,307,0,,,
S,Apartamentos,Edifício Alexandre Previero,Centro,RUA SETE DE SETEMBRO,Padrão,2391,,150,3,2,1,4,700000,-22.01586,-47.8871,382,0,,0,140
S,Casas,,SANTA FELICIA,Rua Joaquim Augusto Ribeiro de Souza,Padrão,1145,175.83,130,3,2,2,3,380000,-22.00019,-47.91793,516,0,100,,
S,Casas,,Jardim de Cresci,Rua Victorino Caron,Padrão,123,180,250,3,2,2,4,680000,-22.03008,-47.86345,368,0,,,
S,Casas,,Romeu Santini,Rua João Pedrino,Padrão,115,250,,3,2,2,3,350000,,,288,0,,,
S,Apartamentos,Edifício Parque das Arvores ,Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,370,,56,2,1,1,2,255000,-22.0116,-47.86503,441,0,50,200,56
S,Casas,,Jardim Social Presidente Collor,RUA ATÍLIO PRATAVIEIRA,Padrão,1570,64,150,2,1,2,2,170000,,,291,0,,,
S,Apartamentos,Edifício Residencial Vila Rica ,Núcleo Residencial Silvio Vilari,Rua Episcopal,Padrão,1675,,54,1,1,,1,192001,,,801,0,34.85,233.68,54
S,Casas,,Jardim Ipanema,RUA MIGUEL PETRUCELLI,Padrão,375,130,250,3,2,2,4,470000,-21.98973,-47.93067,751,0,0,,
S,Apartamentos,Parque dos Manacás,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,371,,55,2,1,1,2,299000,-22.03366,-47.8659,203,0,0,0,55
S,Casas,,Cidade Aracy,Rua Francisca Bassani da Silva,Padrão,53,240,125,3,2,2,4,225000,,,541,0,66,,
S,Apartamentos,Edifício São Sebastião,CENTRO,Rua São Sebastião,Padrão,1667,,242,4,5,3,8,1050001,-22.01314,-47.89425,441,0,,2100,242
S,Casas,,Vila Prado,RUA QUINTINO BOCAIÚVA,Padrão,1585,169.5,187.5,3,3,3,4,330000,-22.03456,-47.8978,649,0,100,,
S,Apartamentos,Parque dos Manacás,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,371,,55,2,1,1,2,215000,-22.03366,-47.8659,188,0,,206,55
S,Casas,,Romeu Santini,Rua Arlindo Possa,Padrão,130,116.21,182.62,2,2,2,2,213000,-22.02444,-47.91877,124,0,,,
S,Terreno,,CENTRO,Rua São Paulo,Padrão,6,,270,,,,,350000,,,257,0,,,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,195000,-21.95781293,-47.88708687,213,0,,170,
S,Casas,,Jardim Centenário,Rua Brás Cubas,Padrão,289,155,180,3,3,2,4,315000,-21.99907,-47.90674,393,0,0,,
S,Casas,,Jardim Embaré,Rua Orlando de Oliveira,Padrão,475,142,250,3,2,,3,500000,-21.96853,-47.93902,332,0,0,,
S,Apartamentos,Residencial Carlos Gomes,Vila Monteiro (Gleba I),Rua Belarmino Indalécio de Souza,Padrão,255,,,3,1,1,3,190000,-22.02418,-47.88808,265,0,0,180,57
S,Comercial,,Vila Boa Vista,Rua Doutor Gastão de Sá,Barracão,0,,1000,,,,,1300000,-22.02417,-47.90368,209,0,0,,810
S,Terreno,,Vila Prado,Rua Desembargador Júlio Faria,Comercial,,,285,,,,,426000,,,298,0,0,,
S,Terreno,,Jardim Beatriz,Rua João Ribeiro de Souza Filho,Residencial,,,300,,,,,260000,,,151,0,0,,
S,Terreno,,Vila Boa Vista 1,Rua Natalino Mastro Francisco,Residencial,,,250,,,,,240000,,,201,0,0,,
S,Terreno,,Vila Boa Vista 1,Rua Natalino Mastro Francisco,Residencial,,,250,,,,,240000,,,156,0,,,
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,237.41,330,3,3,2,5,1350001,-21.98472167,-47.93348908,393,0,,0,
S,Apartamentos,Edifico Rebeca,Centreville,Rua Antônio Rodrigues Cajado,Padrão,1506,,95,3,2,2,4,400001,-22.01438,-47.88377,226,0,,780,95
S,Casas,,Jardim São Carlos 5,RUA JOAQUIM GABRIEL PENTEADO,Padrão,37,150,200,3,3,3,4,330000,,,459,0,,,
S,Casas,,Vila Prado,RUA SÃO PIO X,Padrão,205,171.39,233.62,2,2,1,2,450000,,,261,0,,,
S,Casas,,Jardim Embaré,Rua Gildo Nonato,Padrão,1370,117,254,2,3,2,3,530000,,,228,0,,,
S,Casas,Condomínio Parque Faber IV,Parque Faber Castell,OUT DAS MAGNÓLIAS,Condomínio,1060,168,302,3,5,2,6,1300001,-22.01265,-47.91967,735,0,,0,
S,Apartamentos,Edifício London Park,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,127,,50,2,1,1,2,250000,-22.03285,-47.87002,242,0,0,252,50
S,Casas,,CENTRO,Rua Treze de Maio,Padrão,1289,139,478,3,2,1,3,330000,-22.01876,-47.89747,657,0,,,
S,Casas,,Jardim São João Batista,Rua Durvalino Gonçalves da Silva,Padrão,745,175,260,3,4,2,4,650000,-22.00052,-47.87676,185,0,1084,,
S,Casas,,Vila Boa Vista,Rua Pedro José Neto,Padrão,66,101,,2,1,2,3,380000,,,107,0,,,
S,Casas,,Vila Boa Vista,Rua Pedro José Neto,Padrão,62,101,125,2,2,2,3,380000,,,132,0,,,
S,Casas,,Vila Santa Madre Cabrini,Avenida Hércules Sachi,Padrão,686,100,130,2,2,3,4,250000,,,143,0,0,,
S,Casas,,MARIA STELLA FAGA,Rua Waldemar Martins de Oliveira,Padrão,38,80,250,2,1,2,2,220000,,,314,0,0,,
S,Terreno,,Parque dos Timburis,RUA DOUTOR LUIZ MAIA,Padrão,,,250,,,,,185000,,,226,0,0,,
S,Terreno,,Vila Costa do Sol,RUA ANTÔNIO BLANCO,Padrão,57,,410,,,,,450000,-22.0023402,-47.8905433,208,0,,,
S,Casas,,Vila Rancho Velho,Rua Wamberto Dias da Costa,Padrão,2122,214,400,3,2,2,3,415000,-22.01512,-47.87205,283,0,,,
S,Casas,,Jardim Novo Horizonte,RUA ALEXANDRE PEDRAZZANI,Padrão,120,,500,4,2,2,4,850000,,,127,0,,,
S,Casas,,Conjunto Habitacional Santa Angelina,RUA MIGUEL DONÓFRIO,Padrão,85,120,138,2,1,2,2,200000,-21.99697,-47.92615,1910,0,80,,
