indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Terreno,,Parque Fehr,Servidão de Passagem João Deriggi,Comercial,0,,4811.89,,,,,2000000,,,324,0,,,
S,Rural,Tibaia de São Fernando I,TIBAIA DE SÃO FERNANDO,Estrada Ernesto Pinca,Chácara,0,,,2,2,,2,1100000,,,512,0,,440.09,
S,Casas,,Vila Rancho Velho,Rua Josué Marques Martins,Padrão,2935,175.02,336.8,2,2,6,3,500000,-22.01748,-47.87556,266,0,0,,
S,Apartamentos,Aurora Gardens Residential Club ,Centreville,Rua José Rodrigues Sampaio,Padrão,777,,109,3,3,2,4,850000,-22.02495338,-47.88201212,374,0,,0,109
S,Rural,Condomínio Parque Itaipu ,Parque Itaipu,Avenida Araçatyba,Chácara,1027,,,3,3,,3,3000000,,,242,0,0,750,
S,Casas,Condomínio Parque Faber III,Parque Faber Castell,OUT DAS MAGNÓLIAS,Condomínio,1041,285.19,345,4,4,4,8,2000000,-22.01265,-47.91967,691,0,0,0,
S,Casas,Condomínio Parque Residencial Damha III,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,800,225,462,3,3,2,6,1700001,-21.9649,-47.89672,1112,0,,0,
S,Casas,,Jardim Ipanema,RUA MIGUEL PETRUCELLI,Padrão,555,128,250,2,2,2,3,520000,,,172,0,,,
S,Casas,Condomínio Parque Residencial Damha III,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,800,532.81,900,4,3,4,6,4380000,-21.9649,-47.89672,388,0,,0,
S,Terreno,Condomínio Village Damha IV,VILLAGE DAMHA IV,Avenida Brasilino Damha,Condomínio,750,,275,,,,,318000,-21.97531,-47.89272,354,0,,0,
S,Comercial,,Jardim São Carlos,RUA GENERAL OSÓRIO,Prédio,480,,3000,,,,,3000000,-22.02178,-47.89484,120,0,,,3000
S,Terreno,Condomínio Village Damha IV,VILLAGE DAMHA IV,Avenida Brasilino Damha,Condomínio,750,,277.77,,,,,360400,-21.97531,-47.89272,312,0,0,0,
S,Apartamentos,Condomínio Spazio Montemezzi,Jardim Ricetti,Rua Antônio Carreri,Padrão,305,,50,3,2,1,4,230001,-22.0261,-47.87715,413,0,,0,50
S,Comercial,,SÃO JOÃO BATISTA,Rua Rafael de Senzi,Salão,732,,250,,2,,,460000,-22.00075,-47.87731,303,0,,,250
S,Terreno,,Jardim Embaré,Rua Fortunato Dovigo,Padrão,562,,338,,,,,160001,,,178,0,,,
S,Apartamentos,,Romeu Santini,Rua Joaquim Ninelli,Padrão,15,,50,2,1,1,2,160000,,,118,0,30,,50
S,Apartamentos,Edifício Studio Residence América ,Centro,Rua Sete de Setembro,Cobertura,1257,,65,1,1,1,1,325000,-22.0160814,-47.89808112,492,0,,295,65
S,Apartamentos,Parque dos Manacás,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,371,,63,2,2,1,2,182000,-22.03366,-47.8659,389,0,,220,55
S,Terreno,,Cidade Aracy,AV. REGIT ARAB,Comercial,372,,257.6,,,,,405000,-22.0605749,-47.9009092,295,0,,,
S,Casas,,Jardim Beatriz,Rua Antônio Martines Carrera,Padrão,1541,150,300,3,2,1,3,212770,,,199,0,,,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,200000,-21.95781293,-47.88708687,312,0,,200000,
S,Casas,,Chácara Parollo,RUA PADRE TEIXEIRA,Padrão,3374,111,171,2,2,2,3,530001,-22.01404,-47.87756,237,0,,,
S,Casas,,Jardim Cruzeiro do Sul,Rua Francisco Marigo,Padrão,1188,139.28,165,2,2,,3,390000,-22.04607,-47.88759,425,0,0,,
S,Casas,,Vila São José,Rua Hipólito José da Costa,Padrão,110,33.2,125,1,2,2,2,130000,,,461,0,,,
S,Casas,Condomínio Village Damha II,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Condomínio,1601,180,291.5,3,2,4,4,947000,-21.97934,-47.89713,1758,0,171,481,
S,Casas,Moradas São Carlos I,Jardim Ipanema,Avenida Otto Werner Rosel,Padrão,1455,65,65,2,1,1,2,260000,-21.97992633,-47.94202387,229,0,,125,
S,Apartamentos,Edifício Itaparica ,Jardim Bethânia,Rua Victor Manuel de Souza Lima,Padrão,410,,214.8,3,2,2,4,650000,-22.01355,-47.89964,786,0,253.88,2100,214.8
S,Casas,Moradas São Carlos III,Jardim Ipanema,Avenida Otto Werner Rosel,Condomínio,811,80,100,3,1,2,3,255000,-21.98614433,-47.94138551,405,0,,150,
S,Casas,,Loteamento Albertini,Rua Doutor Mário Duarte de Souza,Padrão,150,224.97,260,3,3,2,4,350000,,,293,0,,,
S,Casas,,Vila Brasília,Rua Peru,Padrão,249,,353,3,2,3,4,650000,-21.9976,-47.8801,559,0,80,,
S,Terreno,,Jardim Embaré,Rua Fortunato Dovigo,Padrão,562,,338,,,,,160000,,,201,0,,,
S,Casas,,Jardim Medeiros,Rua Mário Pinotti,Sobrado,244,110,164,3,2,2,3,240000,,,186,0,,,
S,Apartamentos,Vila Verde Sabará (Apartamento),Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,1000,,60,2,1,1,2,330000,-22.0149475,-47.85875201,470,0,80,297,60
S,Apartamentos,Edifício Cidade Jardim,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,333,,,,,,,225000,-22.00173,-47.89623,64,0,,276,
S,Casas,,Jardim das Torres,AV. MARCELLO FOCCORINI,Padrão,540,213.5,360.1,3,2,3,4,780000,-22.03391,-47.91491,311,0,0,,
S,Casas,,Loteamento Social Antenor Garcia,Rua José Geraldo Machado,Padrão,1240,107.54,150,2,2,2,3,180000,-22.05072,-47.91747,239,0,,,
S,Casas,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Sobrado,911,276,250,3,4,2,4,1277000,-21.96297,-47.88913,842,0,92,300,
S,Comercial,,Centreville,Rua Santa Cruz,Loja,398,,206,,2,1,,480000,,,261,0,,,
S,Terreno,,Jardim Medeiros,Rua Mário Pinotti,Padrão,0,,251.97,,,,,139000,-22.037,-47.91736,267,0,65,,
S,Apartamentos,Edifício Portal do Sol,Recreio São Judas Tadeu,Avenida Getúlio Vargas,Padrão,2475,,54,2,1,1,2,245000,,,211,0,60,150,47.77
S,Casas,,Residencial Parque Douradinho,Rua Miguel Petrilli,Padrão,192,150,171,3,2,2,4,202000,-22.0177,-47.84356,206,0,,,
SL,Terreno,,Jardim Nova São Carlos,RUA ORLANDO MARTINEZ,Lote,,,600,,,,,672000,,,300,0,206,,
S,Apartamentos,Edifício Vila Silvia ,Vila Celina,Rua Anita Stella,Studio,250,,35,1,1,,1,130000,-21.9943461,-47.8885995,403,0,20,100,35
S,Rural,,ESTÂNCIA MARIA ALICE,Travessa,Chácara,1,5512.5,,,2,,,426000,,,624,0,,,
S,Casas,,SÃO CARLOS 3,Rua Brasilino Vicente Silva,Padrão,180,220,300,3,2,4,4,530000,-22.00024,-47.92548,191,0,,,
S,Apartamentos,Edifício Mazzo,Parque Sabará,Rua Lourenço Inocentini,Padrão,461,,62,2,1,1,2,200001,-22.01038,-47.8668,285,0,,330,62
S,Casas,,SANTA FELICIA,RUA CÂNDIDO ARRUDA BOTELHO,Padrão,2226,128.5,150,3,2,2,4,370000,-22.00094,-47.91232,843,0,,,
S,Casas,,Jardim Paraíso,Rua Professor Ernfrid Frick,Sobrado,574,320,500,4,5,4,6,1100000,-22.0091636,-47.9031055,821,0,470.58,,
S,Casas,,Jardim Nova Santa Paula,AV. LIBERDADE,Padrão,91,157.34,300,3,2,,4,450000,-21.99904,-47.89972,465,0,99.27,,
S,Casas,,Vila Celina,RUA ROTARY CLUB,Padrão,300,,360,5,2,2,5,290000,,,246,0,,,
S,Terreno,Condomínio Reserva Aquarela ,Parque Sisi,Rua Jean Piaget,Condomínio,0,,250,,,,,277000,-22.00805,-47.91848,333,0,0,280,
SL,Apartamentos,ROMEU SANTINI BLOCO 15,Romeu Santini,Rua Joaquim Ninelli,Padrão,15,,55,2,1,1,2,135000,,,825,0,25,100,55
S,Casas,,CENTRO,RUA VISCONDE DE INHAÚMA,Padrão,879,68,250,2,2,0,3,350000,-22.01632,-47.89685,243,0,,,
S,Casas,,Jardim Bandeirantes,Rua Miguel João,Padrão,760,159.49,290,2,2,5,3,450000,-22.00063,-47.9075,562,0,,,
S,Terreno,,Cidade Aracy,Rua José Rohrer Filho,Padrão,360,,250,,,,,106000,,,311,0,,,
S,Apartamentos,Residencial Monte Berlin,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5441,,39.3,2,1,1,2,143650,-21.97513,-47.93328,351,0,,196.66,39.3
S,Casas,,Jardim Medeiros,RUA ELEUTÉRIO MALERBA,Padrão,142,100,150,1,2,2,1,268000,-22.03878,-47.91607,387,0,20,,
S,Casas,Condomínio Village Damha IV,VILLAGE DAMHA IV,Avenida Brasilino Damha,Padrão,750,161.6,,3,3,2,6,1100000,,,665,0,0,0,
S,Terreno,,Planalto Paraíso,Rua Potito Dagnesi,Área,50,,1250,,,,,690000,,,295,0,,,
S,Casas,,Jardim Paulista,Avenida São Gabriel,Padrão,164,106.54,125.3,2,1,1,2,212000,,,188,0,,,
S,Apartamentos,Edifício CDHU,Vila Izabel,Rua Coronel José Augusto de Oliveira Salles,Padrão,874,,40,2,1,1,2,40000,,,303,0,0,0,40
S,Casas,Condomínio Parque Residencial Damha II,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1400,327,544.5,3,6,4,6,1850001,-21.9649,-47.89672,288,0,0,0,
S,Casas,,Jardim das Torres Prolongamento,RUA NILCEU ANTONINHO SALGADO,Padrão,327,112,138,2,1,2,2,250001,,,382,0,,,
S,Casas,,Jardim Medeiros,RUA ORLANDO PEDRESCHI,Padrão,139,128.63,138,2,1,2,2,225000,,,1053,0,,,
S,Terreno,,Vila Boa Vista,Rua Luiz Carlos de Arruda Mendes,Residencial,671,,250,,,,,280000,,,216,0,,,
S,Rural,,Loteamento Aracê de Santo Antonio II,Av VICENTE MASSUCIO NETO,Chácara,151,,,2,2,10,3,520000,,,341,0,,,
S,Apartamentos,Parque Monte Everest ,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,44,2,1,,2,219999,-21.97879214,-47.93982983,251,0,32,170,44
S,Casas,,Jardim Alvorada,Rua Giacomo Casale,Padrão,157,105,110,2,2,2,4,372999,-22.00838,-47.90537,558,0,,,
S,Comercial,,Centreville,RUA MARCOLINO LOPES BARRETO,Sala,1300,,300,,6,2,,1100000,-22.01726,-47.88176,473,0,113.55,,252.07
S,Apartamentos,Edifício Villagio di Napolli,CENTRO,Rua Episcopal,Padrão,2474,,94,3,2,1,4,450000,-22.00847,-47.89181,1206,0,87.1,559.75,74
S,Casas,,Jardim Tangará,Rua Carlos Marra,Padrão,658,230,250,2,1,2,2,320000,,,205,0,,,
S,Apartamentos,Edifício Atlantis Residence,Parque Faber Castell,Passeio das Palmeiras,Padrão,425,,87,3,3,2,6,790000,-22.01805,-47.91903,702,0,0,560,87
S,Terreno,,Residencial Deputado José Zavaglia,Rua Deputado Antonio Donato,Comercial,1,,250,,,,,95000,,,158,0,,,
S,Terreno,,Residencial Deputado José Zavaglia,Rua VEREADOR ANTONIO SILVA,Comercial,1,,250,,,,,95000,,,212,0,,,
S,Apartamentos,Edifício Rosa de Prata,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Padrão,1607,,120,3,3,1,4,430001,-22.01208,-47.88894,1275,0,100,833,120
S,Apartamentos,Edifício Demétrio Mitre,Centro,Rua Quinze de Novembro,Padrão,2355,,102.55,3,3,1,4,430000,-22.01214,-47.88772,880,0,0,750,102.55
S,Apartamentos,Condomínio Orizzonti di San Carlo (Apto),SANTA FELICIA,Avenida Bruno Ruggiero Filho,Padrão,101,,90,3,2,2,4,400000,-22.01063063,-47.91448832,480,0,,0,65
S,Comercial,,Jardim das Torres Prolongamento,Estrada Municipal Cônego Washington José Pera,Barracão,2551,,277,,1,0,,193000,-22.03118,-47.91919,309,0,0,,102.47
S,Apartamentos,Edifício Residencial Sineu,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1306,,46,2,1,1,2,250000,,,363,0,72,0,46
S,Terreno,,Parque dos Flamboyant,Avenida Carlos Aníbal Brassi,Lote,,,160,,,,,128000,,,309,0,,,
S,Apartamentos,ROMEU SANTINI BLOCO 2,Romeu Santini,Rua Octávio Carlos Damiano,Padrão,2,,50,2,1,1,2,128000,-22.02588,-47.91474,278,0,0,0,50
S,Comercial,,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Salão,4378,,1777,,3,,,1750000,-22.01709,-47.89791,185,0,0,,300
S,Apartamentos,Edifício Residencial Bosque dos Ipês,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,637,,49,2,1,1,2,245000,-22.0335165,-47.8649533,330,0,,0,49
S,Rural,,AREA RURAL,"Rodovia Dr Paulo Lauro, enfrente ao condomínio Itaipu",Haras,0,,,3,3,,6,8500000,,,663,0,,,
S,Casas,Condomínio Parque Faber I,Parque Faber Castell,Alameda das Mangueiras,Condomínio,133,400,600,3,5,4,4,2470000,-22.01674,-47.91993,397,0,,540,
S,Terreno,,Planalto Paraíso,Rua Nestor de Campos,Residencial,,,360,,,,,250000,-22.00438,-47.91726,541,0,,,
S,Terreno,Condomínio Village Damha IV,VILLAGE DAMHA IV,Avenida Brasilino Damha,Condomínio,750,,276.75,,,,,320000,-21.97531,-47.89272,338,0,,380,
S,Apartamentos,Ed. Romeu Santini- Bloco 9,Romeu Santini,Rua Octávio Carlos Damiano,Padrão,9,,51.41,2,2,1,3,120000,-22.02621,-47.91494,373,0,18,0,51.41
SL,Terreno,,Centro,Rua Joaquim Evangelista de Toledo,Comercial,69,0,600,,,,,1000000,-22.02975,-47.89253,285,0,,,
S,Casas,,Vila Carmem,Rua Cesar Dacorso Filho,Padrão,1293,180,500,3,2,1,3,640000,-22.0274,-47.90779,193,0,0,,
S,Casas,,Residencial Deputado José Zavaglia,Rua Doutor Antônio Pereira de Moraes,Padrão,176,60,250,2,1,2,2,128000,-22.04605,-47.92002,305,0,0,,
S,Casas,,Vila Boa Vista,Rua Pedro José Neto,Padrão,113,150,150,2,2,2,2,425000,-22.03319,-47.90063,253,0,,,
SL,Apartamentos,Edifício Elegance,Parque Faber Castell,Pas DAS PALMEIRAS,Padrão,861,,109,2,3,2,4,1100001,-22.01629,-47.91655,686,0,360,781,109
S,Rural,,BALNEÁRIO DO 29,al Quero quero,Chácara,0,293,,3,2,,3,750000,,,605,0,,,
SL,Casas,,Jardim dos Coqueiros,RUA PROFESSOR MOACIR MOREIRA CEZAR,Padrão,140,95,125,2,2,2,3,295000,-21.996,-47.85817,887,0,,,
S,Terreno,Residencial Villeneuve,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,2816,,240,,,,,220000,-21.96235031,-47.90999293,419,0,0,0,
S,Casas,Moradas São Carlos II,Jardim Ipanema,Avenida Otto Werner Rosel,Condomínio,1111,62,100,2,2,2,3,275000,-21.98201063,-47.9403019,557,0,,130,
S,Apartamentos,Spazio Monte Logan ,SANTA FELICIA,Travessa Francisco Latorre Primo,Padrão,12,,,2,1,1,2,175000,-21.99819,-47.92302,289,0,,0,45
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,161,308,3,4,3,6,1200000,-21.98472167,-47.93348908,698,0,,0,
S,Casas,,Núcleo Residencial Silvio Vilari,RUA FRANCISCO MARMORATO,Padrão,86,124,165,3,1,1,3,350000,,,247,0,,,
S,Casas,,Vila Brasília,RUA HONDURAS,Sobrado,35,202.63,141.12,3,4,2,6,450000,-21.99778,-47.87798,177,0,0,,
S,Apartamentos,Edifício Apiacás,Centro,RUA SETE DE SETEMBRO,Padrão,1320,,74,2,1,1,2,280001,-22.0161749,-47.89308,1966,0,98,890,74
S,Apartamentos,Edifício Sol Nascente,Jardim Nova Santa Paula,Rua Américo Jacomino Canhoto,Padrão,223,,58,2,1,1,2,180000,,,549,0,32,300,58
S,Apartamentos,Edifício Sol Nascente,Jardim Nova Santa Paula,Rua Américo Jacomino Canhoto,Padrão,223,,58,2,1,1,2,180000,,,913,0,32,300,58
S,Terreno,,Cidade Aracy,Av JOSÉ ZAGATO,Comercial,0,,350,,,,,185000,-22.05668,-47.90713,466,0,,,
S,Terreno,,Cidade Aracy,Av JOSÉ ZAGATO,Comercial,0,,350,,,,,185000,-22.05668,-47.90713,289,0,,,
S,Apartamentos,Edifício Atlantis Residence,Parque Faber Castell,Passeio das Palmeiras,Padrão,425,,,3,2,3,5,1280000,-22.01805,-47.91903,809,0,380,700,130
S,Casas,,Loteamento Habitacional São Carlos 1,Rua Francisco Lopes,Padrão,201,120,150,2,2,2,2,245000,-21.9966,-47.92196,304,0,0,,
S,Casas,,Vila Boa Vista,Rua Benjamin Constant,Padrão,110,294,304,3,4,2,5,400000,-22.02586,-47.90513,232,0,,,
SL,Apartamentos,Edifício Letícia,Jardim Paraíso,Rua Conselheiro Soares Brandão,Padrão,1104,,43,1,1,1,1,180000,,,350,0,40,207,43
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,433,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,360,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,438,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,410,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,285,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,330,0,0,0,40.75
S,Apartamentos,Condomínio Spazio Monte Olimpo,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,450,,44,2,1,1,2,171000,,,439,0,,170,44
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,294,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,246000,-22.00501,-47.89277,232,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,235200,-22.00501,-47.89277,348,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,235200,-22.00501,-47.89277,199,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,235200,-22.00501,-47.89277,365,0,0,0,40.75
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,308700,-22.00501,-47.89277,409,0,0,0,53.85
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,308700,-22.00501,-47.89277,469,0,0,0,53.85
S,Apartamentos,Edifício Artemis ,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,235200,-22.00501,-47.89277,243,0,0,0,40.75
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,235200,-22.00501,-47.89277,171,0,0,,40.75
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,308700,-22.00501,-47.89277,310,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,308700,-22.00501,-47.89277,266,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,100,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,259,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,170,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,224000,-22.00501,-47.89277,185,0,0,,40.75
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,224000,-22.00501,-47.89277,291,0,0,,40.75
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,187,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,233,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,224000,-22.00501,-47.89277,140,0,0,,40.75
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,323,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,53.85,2,2,,3,296000,-22.00501,-47.89277,158,0,0,,53.85
S,Apartamentos,,Jardim Lutfalla,Rua Cézar Ricomi,Padrão,311,,40.75,1,1,,1,224000,-22.00501,-47.89277,365,0,0,,40.75
S,Apartamentos,Wish Parque Faber ,Parque Faber Castell,Passeio das Magnólias,Padrão,345,,94,3,4,2,6,766000,-22.01308,-47.91926,588,0,0,0,94
S,Casas,Residencial Parque Fehr,Parque Fehr,Rua Antônio Estrozi,Condomínio,386,180,250,3,2,5,4,595000,-21.97796,-47.93601,832,0,,0,
S,Apartamentos,Wish Parque Faber ,Parque Faber Castell,Passeio das Magnólias,Padrão,345,,76,2,2,2,3,628000,-22.01308,-47.91926,1567,0,300,650,76
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,2575,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Cobertura,233,,40,1,1,,1,176000,,,680,0,,198,40
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Cobertura,233,,40,1,1,,1,176000,,,535,0,,198,40
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,567,0,,158,35
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,676,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Cobertura,233,,40,1,1,,1,176000,,,414,0,,168,40
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,563,0,,158,35
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,30,1,1,,1,176000,,,194,0,,158,30
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,355,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,430,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,411,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,357,0,,158,35
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,170,0,,158,35
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,217,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,397,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,231,0,,158,35
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,48,0,0,150,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,330,0,,158,35
SL,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Kitnet,233,,35,1,1,,1,176000,,,326,0,,158,35
S,Terreno,,Jardim de Cresci,RUA LÁZARO CÂNDIDO FILHO,Padrão,,,250,,,,,128000,,,381,0,0,,
S,Terreno,,Jardim das Torres Prolongamento,Estrada Municipal Cônego Washington José Pera,Residencial,0,0,250,,,,,120000,-22.03118,-47.91919,352,0,0,,
S,Casas,,Vila Izabel,Rua Santa Clotilde,Padrão,239,157,208,2,2,2,4,266000,-22.03433,-47.8851,422,0,,,
S,Apartamentos,Edifício Drummond,Jardim Lutfalla,Rua Cézar Ricomi,Duplex,233,,40,1,1,,1,176000,,,138,0,0,168,40
S,Casas,,Vila Costa do Sol,Rua Professor Mozart de Santos Mello,Padrão,415,122.83,130,2,2,4,2,213000,-21.99966,-47.88152,265,0,0,,
S,Casas,,Centro,RUA VINTE E OITO DE SETEMBRO,Comercial,2280,147,370,3,2,2,4,695000,,,462,0,161.83,,
S,Casas,,Jardim Botafogo 1,RUA JOSÉ RENATO DE GODOY,Sobrado,390,158.29,132.16,3,2,2,4,360000,-22.02415,-47.91207,454,0,,,
SL,Apartamentos,Edifício Rosa de Prata,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Padrão,1607,,120,3,3,1,4,380001,-22.01208,-47.88894,2359,0,93.09,833,120
SL,Casas,,Cidade Jardim,Alameda das Rosas,Padrão,470,204,300,3,2,3,4,550000,-21.99877,-47.89571,1111,0,210,,
S,Apartamentos,Edificio Spazio Mont Vernon,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,1000,,,2,2,1,3,234000,,,411,0,0,0,50
S,Casas,,CENTRO,RUA RIACHUELO,Comercial,234,,300,3,1,2,3,390000,-22.02038,-47.8955,619,0,,,
S,Casas,,Parque Santa Mônica,Rua Doutor Paulo Pinheiro Werneck,Padrão,545,330,511,5,5,5,8,900001,-22.01653,-47.90767,1018,0,370,,
S,Apartamentos,Parque Monte Everest ,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,41.85,2,1,1,2,180000,-21.97879214,-47.93982983,333,0,,166,
S,Casas,,Jardim Munique,Rua Oswaldo Denari,Padrão,870,202.95,250,3,2,2,4,380000,-21.9999,-47.85719,173,0,,,
