indType,Property_category,District,Street_name,Property_subcategory,numNumber,Built_uparea,Area_total,Bedroom,Bathroom,Grages,totalRooms,valLocation,latitude,longitude,totalAccess,flgHighlight,prop_char_95,Property_tax
L,Comercial,Vila Brasília,AV. ARARAQUARA,Salão,863,,350,,2,3,,3889,-21.99801,-47.87861,129,0,350,300
L,Comercial,Vila Brasília,AV. ARARAQUARA,Sala,853,,38,0,1,1,0,800,-21.99796,-47.87856,127,0,38,50
L,Comercial,Jardim Cruzeiro do Sul,Rua Basílio Dibbo,Sala,698,,20,,1,,,556,-22.04154,-47.88844,95,0,20,
SL,Casas,Parque Faber Castell,OUT DAS GOIABEIRAS,Condomínio,74,237.05,400,3,6,4,6,6000,,,312,0,,293
L,Casas,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1601,198,365,3,4,,6,6000,-21.96484,-47.89669,464,0,,204.95
L,Comercial,Centreville,Rua Antônio Rodrigues Cajado,Salão,852,,40,,2,,,2778,-22.0203,-47.88389,66,0,40,100
L,Casas,Cidade Jardim,Alameda das Azaleias,Kitnet,150,30,30,1,1,0,1,723,-22.00204,-47.89285,143,0,,0
L,Comercial,Centro,Rua Geminiano Costa,Salão,1414,,50,,1,,,2778,-22.02056,-47.88363,70,0,50,100
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Salão,1803,,30,,1,,,1445,-22.01966,-47.89334,126,0,30,
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Sala,1809,,50,,1,,,1889,-22.01957,-47.89336,73,0,50,
L,Comercial,CENTRO,Rua Rui Barbosa,Salão,1057,,400,,4,,,7778,-22.0172804,-47.8868966,143,0,400,
L,Casas,Núcleo Residencial Silvio Vilari,RUA FRANCISCO MARMORATO,Padrão,165,100,200,3,1,1,3,1112,-22.02961,-47.89196,381,0,,
L,Apartamentos,Romeu Santini,Rua Joaquim Ninelli,Padrão,18,,50,2,1,1,2,834,-22.02484,-47.91469,381,0,50,21.81
L,Comercial,Jardim Novo Horizonte,RUA ALEXANDRE PEDRAZZANI,Barracão,110,,210,,2,,,3000,-22.03698,-47.85559,115,0,150,
L,Comercial,Vila Marcelino,RUA HUGO DORNFELD,Barracão,368,,748,,1,,,6112,-22.02794,-47.88698,28,0,420.65,490
L,Casas,Jardim Brasil,Rua Jesuíno de Arruda,Comercial,2306,100,100,,3,,,3201,-22.01953,-47.87941,93,0,,79
SL,Apartamentos,Núcleo Residencial Silvio Vilari,RUA EPISCOPAL,Padrão,1725,,70,1,2,1,1,945,-22.02739,-47.8915,233,0,70,100
L,Casas,Vila Brasília,Rua Paraguai,Sobrado,665,76.04,115,2,1,2,2,1334,-21.99765,-47.87648,1048,0,,26.63
L,Comercial,Jardim Paulistano,Rua Iwagiro Toyama,Sala,425,,40,,1,1,,789,-21.99433,-47.89756,225,0,400,75
L,Comercial,CENTRO,Rua Quinze de Novembro,Sala,2072,,210,,1,,,10501,-22.01241,-47.89027,88,0,210,
L,Comercial,Jardim Cruzeiro do Sul,Rua Francisco Marigo,Sobrado,395,,308,1,2,2,1,1667,-22.03945,-47.89088,48,0,163,79
L,Comercial,Vila Costa do Sol,RUA ANTÔNIO BLANCO,Barracão,449,,65,,2,0,,3100,-22.00229,-47.88683,81,0,65,0
SL,Apartamentos,Jardim Gibertoni,RUA PORCENO MARINO,Studio,122,,42.5,1,1,1,1,800,,,272,0,42.5,40
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Sala,2305,,50,,1,,,3335,-22.01955,-47.88845,73,0,50,95.56
L,Comercial,Jardim Santa Tereza,Rua Coronel Leopoldo Prado,Sala,750,,20,,1,,,890,-22.0412379,-47.9062382,139,0,20,35
L,Comercial,Jardim Cruzeiro do Sul,Rua Allan Kardec,Salão,875,,130,,2,,,3000,-22.0417026,-47.8887987,71,0,130,30
L,Apartamentos,Centreville,Rua José Rodrigues Sampaio,Padrão,777,,109,3,2,2,3,3901,-22.02495338,-47.88201212,489,0,109,410
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Sala,1605,,50,,1,,,1000,-22.01709,-47.89791,68,0,50,150
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Sala,1605,,30,,1,,,890,-22.01709,-47.89791,71,0,30,100
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Sala,1605,,60,,2,,,1001,-22.01709,-47.89791,83,0,60,150
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Salão,1605,,50,,2,,,2668,-22.01709,-47.89791,102,0,50,200
SL,Casas,Cidade Jardim,Alameda das Azaleias,Padrão,397,302.62,720,4,3,2,4,4446,-22.00189,-47.89261,526,0,,419.8
L,Apartamentos,Vila Prado,Avenida José Pereira Lopes,Padrão,333,,50,2,1,1,2,2668,-22.0222689,-47.9026411,248,0,50,
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Sala,457,,240,,2,,,2778,-22.02157,-47.89495,42,0,180,112
L,Comercial,Jardim São Paulo,RUA ERNESTO GONÇALVES ROSA JÚNIOR,Galpão,83,,4100,,10,,,44446,-22.03761389,-47.87773111,226,0,2750,2500
L,Casas,Vila Marcelino,RUA RAIMUNDO CORREA,Condomínio,1018,70,120,3,2,2,4,1389,-22.02946,-47.88114,952,0,,47
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Sala,2305,,70,,2,,,2223,-22.01955,-47.88845,97,0,70,95.56
L,Comercial,Vila Izabel,RUA SANTA GERTRUDES,Barracão,477,,1050,,1,,,15556,-22.0340839,-47.8862822,85,0,700,
L,Comercial,Vila Izabel,RUA SANTA GERTRUDES,Barracão,477,,1050,,22,,,15557,-22.0340839,-47.8862822,66,0,700,
SL,Apartamentos,Jardim Tangará,Rua Victório Bonucci,Padrão,555,,62,2,1,1,2,1000,,,397,0,50,31.82
L,Comercial,Jardim Jóckei Club A,Rua Rio Amazonas,Galpão,479,,9580,,5,,,100000,-21.98167,-47.90141,91,0,9580,12632.09
L,Apartamentos,CENTRO,Rua Treze de Maio,Padrão,1119,,56,2,1,1,2,2445,-22.01881,-47.89918,512,0,56,0
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,2481,,16.32,,1,,,950,-22.01675,-47.88625,192,0,16.32,
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,2481,,21.45,,1,,,1150,-22.01675,-47.88625,129,0,21.45,
L,Comercial,Vila Monteiro (Gleba I),RUA DONA ALEXANDRINA,Sala,2140,,324,,2,4,,2779,-22.00675,-47.88986,173,0,324,195
L,Casas,Vila Brasília,Rua Narciso Lazarini,Padrão,50,30,60,1,1,,1,889,-21.99833,-47.88326,422,0,,16
SL,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,420,,106,2,2,2,3,3889,,,396,0,106,
SL,Casas,Romeu Santini,RUA PROFESSORA CACILDA MARCONDES COSTA,Padrão,35,153,200,3,2,2,4,2300,-22.02858,-47.91551,113,0,,100
L,Apartamentos,Jardim Ipanema,Rua Laura Villani Piovesan,Padrão,65,,57.14,2,1,1,2,1113,-21.98694,-47.92543,490,0,57.14,41.6
L,Comercial,CENTRO,RUA MARECHAL DEODORO,Loja,1883,,1056,,4,4,,17000,-22.01499,-47.89219,190,0,1000,
SL,Apartamentos,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5441,,48,2,1,1,2,834,-21.97513,-47.93328,176,0,48,60
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,501,,110,4,3,2,6,2778,-22.01629,-47.91655,438,0,110,
L,Casas,Centro,Rua Rafael de Abreu Sampaio Vidal,Padrão,1100,200,250,3,3,1,4,5000,-22.01853,-47.88276,245,0,,324.94
L,Comercial,Centro,Rua São Paulo,Sala,1185,,,,1,,,1000,-22.01643,-47.88589,297,0,12,
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,420,,,2,2,1,3,3600,,,286,0,79,236.36
L,Comercial,SANTA FELICIA,Rua Affonso Botelho de Abreu Sampaio,Salão,1011,,45,,1,,,835,-21.99829,-47.91409,297,0,45,0
SL,Rural,VALPARAISO,Rua Dois,Chácara,66,,,1,1,,1,2223,,,493,0,,209.1
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,3075,,20,,2,,,2778,-22.01662,-47.88047,83,0,20,164
L,Comercial,Jardim Cruzeiro do Sul,Rua Allan Kardec,Barracão,1530,,175,,2,,,2778,-22.04754,-47.88593,148,0,175,
L,Comercial,Jardim Paraíso,RUA DONA MARIA JACINTA,Barracão,340,,200,,2,,,4445,-22.00866,-47.90151,112,0,100,225.41
L,Comercial,Jardim São Carlos,Rua Treze de Maio,Sala,1741,,20,,1,,,623,-22.01871,-47.89306,123,0,20,
SL,Apartamentos,Jardim Alvorada,Rua Flauzino Marques,Padrão,10,,58,2,2,1,3,1556,-22.01039,-47.90892,264,0,58,67
L,Casas,Jardim Tangará,Avenida Dom Carmine Rocco,Padrão,372,90,90,3,1,2,3,1613,-22.01241,-47.85609,354,0,,40.27
L,Casas,Jardim Tangará,Avenida Dom Carmine Rocco,Padrão,366,90,90,3,1,2,3,1612,-22.01246,-47.8561,230,0,,40.27
SL,Casas,Parque Santa Mônica,Rua Professor Ernfrid Frick,Padrão,584,217,525,3,2,4,4,2778,-22.01189,-47.90328,489,0,,363
SL,Comercial,Residencial Arcoville,Rua Benedito Mayer,Barracão,422,,240,,2,4,,3334,-21.96524,-47.94376,264,0,180,70
SL,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,701,,79,2,4,2,3,2778,-22.01652,-47.91733,355,0,79,112
L,Casas,Jardim São João Batista,Rua Durvalino Gonçalves da Silva,Padrão,330,90,100,2,1,2,2,1835,-22.00448,-47.87795,301,0,,80
SL,Casas,VILA NERY,RUA GIUSEPPE DOS SANTOS,Padrão,135,89,250,2,1,1,2,889,-22.00877,-47.87219,986,1,,48
L,Casas,CENTRO,RUA MARECHAL DEODORO,Sobrado,2149,180,250,3,2,2,4,3334,-22.0146951,-47.8726405,593,0,,190
SL,Casas,Cidade Jardim,Al DOS HELIOTROPOS,Sobrado,176,384.1,589.93,3,2,10,4,4223,-21.99813,-47.89494,272,0,,495
L,Apartamentos,Jardim Lutfalla,RUA SALOMÃO DIBBO,Padrão,321,,40,1,1,1,1,2001,-22.00443,-47.89592,337,0,40,0
L,Comercial,Jardim Paraíso,RUA CONSELHEIRO JOÃO ALFREDO,Prédio,260,,973,,6,6,,15000,-22.0077,-47.90153,117,0,560,585
L,Apartamentos,Jardim Lutfalla,RUA SALOMÃO DIBBO,Studio,321,,40,1,1,1,1,2000,-22.00443,-47.89592,288,0,40,68
SL,Casas,Vila Marina,Rua Luiz Vaz de Camões,Padrão,20,80,200,2,2,6,3,1334,,,638,0,,90
L,Casas,Parque Santa Mônica,Rua São Sebastião,Padrão,1264,150,250,4,2,,6,4501,-22.01344,-47.89806,230,0,,
L,Comercial,Recreio São Judas Tadeu,AV. GETÚLIO VARGAS,Barracão,290,,300,,2,4,,2800,-22.03495,-47.86897,244,0,300,350
L,Comercial,Vila Carmem,Rua Cesar Dacorso Filho,Salão,1842,,234,,2,0,,2667,-22.0274,-47.90779,111,0,190,110
L,Apartamentos,CENTRO,Rua Conde do Pinhal,Kitnet,1227,,30,1,1,,1,700,-22.01751,-47.8981,743,0,30,45
L,Apartamentos,CENTRO,Rua Conde do Pinhal,Kitnet,1227,,30,1,1,,1,630,-22.01751,-47.8981,473,0,30,45
L,Casas,Jardim Santa Paula,Rua Célio Barbosa da Silva,Padrão,110,280,280,4,4,3,6,3705,-22.00077,-47.90412,291,0,,
L,Casas,Jardim Martinelli,AV. PACAEMBU,Padrão,350,175,285,3,2,4,4,1668,-22.03958,-47.89993,1036,0,,115
L,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Kitnet,54,,30,1,1,,1,778,-22.0053,-47.90087,1027,0,30,38
L,Casas,Vila Costa do Sol,RUA DONA ALEXANDRINA,Kitnet,2488,50,50,1,1,1,1,667,-22.00337,-47.88998,1346,0,,50
SL,Apartamentos,Jardim Gibertoni,Rua Humberto Manelli,Cobertura,150,,104,3,2,2,4,2213,,,718,0,104,77
SL,Casas,Jardim São Carlos 5,Rua Odair Campos Pereira,Padrão,165,180,280,4,1,3,4,1778,-21.9896,-47.92945,242,0,,75
L,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,345,,76,2,2,2,3,3000,-22.01308,-47.91926,334,0,76,
L,Comercial,Centro,RUA MAJOR JOSÉ INÁCIO,Sala,3075,,20,,2,,,2779,,,119,0,20,
SL,Comercial,Vila Carmem,Rua Cesar Dacorso Filho,Barracão,584,,250,,2,,,3334,-22.02938,-47.90646,251,0,250,100
SL,Comercial,Vila Carmem,Rua Cesar Dacorso Filho,Barracão,594,,250,,2,,,3334,-22.02945,-47.90641,185,0,250,100
L,Comercial,Vila Monteiro (Gleba I),Rua Silvério Ignarra Sobrinho,Sala,181,,15,,1,,,723,-22.0261888,-47.8879211,292,0,15,43
L,Apartamentos,Vila Monteiro (Gleba I),Rua Silvério Ignarra Sobrinho,Kitnet,181,,32,1,1,,1,600,-22.0261888,-47.8879211,227,0,32,43
L,Comercial,Vila Marcelino,RUA AMADEU AMARAL,Barracão,386,,380,,2,,,7778,-22.03043,-47.88757,210,0,380,81.81
L,Comercial,Vila Marcelino,RUA AMADEU AMARAL,Barracão,260,,360,,2,,,4445,-22.0293,-47.88756,86,0,360,330
L,Casas,Vila Brasília,Rua Chile,Kitnet,419,30,30,1,1,,1,695,-21.99631,-47.88266,257,0,,25
L,Apartamentos,Vila Celina,Rua Anita Stella,Padrão,461,,40,1,1,,1,1340,-21.99422,-47.88708,214,0,40,47
SL,Casas,CENTRO,RUA EPISCOPAL,Padrão,1820,127.3,239.33,3,2,4,4,2779,-22.01445,-47.89166,659,0,,205.87
L,Comercial,Vila Prado,Rua Ananias Evangelista de Toledo,Salão,860,,150,,3,0,,2800,-22.03019,-47.9037,178,0,150,75
SL,Apartamentos,Jardim das Torres,RUA DOUTOR ANTÔNIO STELLA MORUZZI,Padrão,300,,60,2,1,1,2,667,-22.0335399,-47.911186,289,0,50,44
L,Comercial,Vila Jacobucci,RUA JÚLIO PRESTES DE ALBUQUERQUE,Salão,403,,50,,2,,,889,-22.00627,-47.87163,148,0,40,75
L,Comercial,Salto do Monjolinho,Estrada Municipal Cônego Washington José Pera,Sala,2381,,50,,1,1,,801,,,65,0,50,
L,Comercial,Salto do Monjolinho,Estrada Municipal Cônego Washington José Pera,Sala,2381,,50,,1,1,,800,,,59,0,50,
L,Comercial,Salto do Monjolinho,Estrada Municipal Cônego Washington José Pera,Barracão,2381,,250,,2,1,,2500,,,111,0,250,
L,Apartamentos,Vila Izabel,Rua Coronel José Augusto de Oliveira Salles,Padrão,874,,40,2,1,1,2,557,-22.03716,-47.88445,766,0,40,20
L,Apartamentos,Jardim São Carlos,Rua Jesuíno de Arruda,Padrão,1306,,50,2,1,,2,1223,,,278,0,50,75
L,Apartamentos,Jardim Nova Santa Paula,Rua Américo Jacomino Canhoto,Padrão,223,,50,2,1,1,2,890,-21.99536,-47.90053,1835,0,50,40
SL,Comercial,Parque Faber Castell,Passeio das Castanheiras,Sala,431,,113,,1,1,,1500,-22.02021,-47.91634,369,0,43.68,95
SL,Casas,CENTRO,RUA BENTO CARLOS,Padrão,1611,139,240,2,2,4,3,1335,-22.02215,-47.87907,287,0,,75
L,Comercial,Jardim Santa Tereza,Rua Coronel Leopoldo Prado,Sala,750,,20,,1,,,889,-22.0412379,-47.9062382,150,0,20,35
L,Comercial,Distrito Industrial Miguel Abdelnur,Av. DR. HEITOR JOSE REALI,Barracão,113,,9410,,8,20,,100001,,,119,0,4302.5,
L,Apartamentos,Jardim Lutfalla,RUA SALOMÃO DIBBO,Padrão,321,,40,1,1,1,1,2000,-22.00443,-47.89592,402,0,40,68
L,Apartamentos,Jardim Lutfalla,RUA SALOMÃO DIBBO,Padrão,321,,40,1,1,1,1,2000,-22.00443,-47.89592,313,0,40,68
SL,Casas,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Condomínio,911,143,250,3,2,2,4,4445,-21.96297,-47.88913,575,0,,100
L,Comercial,Vila Prado,RUA SÃO PIO X,Sala,595,,25,,1,0,,751,-22.03018,-47.8992,382,0,25,35
L,Casas,Jardim Cruzeiro do Sul,Rua Nações Unidas,Padrão,65,150,250,3,2,2,3,2000,-22.04062,-47.89267,669,0,,80
L,Apartamentos,Núcleo Residencial Silvio Vilari,Rua Episcopal,Padrão,1675,,70,2,2,1,2,1500,,,320,0,70,
L,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,723,-21.97879214,-47.93982983,591,0,45,42.37
SL,Casas,Residencial Samambaia,RUA NICOLLA FIORENTINO,Condomínio,170,200,500,3,2,2,4,2801,-21.95661,-47.88341,1219,0,,
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Loja,2542,,12,,,,,1001,-22.01709,-47.89791,89,0,12,
SL,Casas,Vila Prado,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,960,250,326.62,3,3,4,4,3890,-22.02983,-47.89755,216,0,,86
L,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,2,1,3,2224,-22.0137813,-47.9182148,697,0,65.72,
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,45.64,1,1,1,1,1850,-22.0137813,-47.9182148,362,0,45.64,
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,2,1,3,2500,-22.0137813,-47.9182148,160,0,65.72,
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,2,1,3,2500,-22.0137813,-47.9182148,141,0,65.72,
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,2,1,3,2500,-22.0137813,-47.9182148,149,0,65.72,
L,Comercial,Parque Santa Mônica,Avenida Tancredo de Almeida Neves,Barracão,62,,900,,3,,,20000,-22.02334,-47.90963,64,0,300,0
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,281,,65.72,2,1,1,2,2500,-22.0137813,-47.9182148,239,0,65.72,
L,Comercial,CENTRO,RUA MARECHAL DEODORO,Sala,2490,,1500,2,5,6,2,8000,-22.01511,-47.88632,179,0,1500,0
L,Casas,Centro,RUA MARECHAL DEODORO,Comercial,1278,500,560,3,3,7,4,5000,-22.0152949,-47.8952842,245,0,,350
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,420,,79.9,3,2,2,4,3889,,,491,0,79.9,
L,Casas,Jardim Centenário,RUA DOMINGOS JORGE VELHO,Padrão,150,157,330,3,2,2,4,3000,-21.99888,-47.90711,245,0,,82
L,Comercial,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Ponto Comercial,2039,,150,,3,0,,3334,-22.01959,-47.89106,227,0,150,0
SL,Comercial,Vila Faria,Rua da Imprensa,Barracão,26,,350,1,3,2,1,1700,-22.01476,-47.87663,281,0,350,110
L,Comercial,CENTRO,Rua Geminiano Costa,Salão,559,,220,,2,,,10000,-22.02058,-47.89199,96,0,220,0
L,Comercial,CENTRO,Rua Geminiano Costa,Sala,553,,200,,3,,,2224,-22.0206,-47.89208,194,0,200,0
L,Comercial,Núcleo Residencial Silvio Vilari,RUA EPISCOPAL,Sala,1456,,45,,1,0,,889,-22.02739,-47.8915,241,0,45,221
L,Comercial,SANTA FELICIA,Rua Joaquim Augusto Ribeiro de Souza,Loja,1342,,45,,1,,,900,-21.99954,-47.9187,150,0,45,0
L,Apartamentos,Vila Rancho Velho,Rua Theodolina Modena Coca,Padrão,85,,55,2,1,1,2,778,-22.01084,-47.86918,697,0,55,32
L,Comercial,Jardim Bandeirantes,Rua Miguel Petroni,Sala,1515,,36,,1,,,1334,-22.00159,-47.905,30,1,36,35
SL,Casas,Jardim São Carlos,Rua Conde do Pinhal,Comercial,2446,360.8,230.91,,2,1,,2223,-22.01787,-47.8863,215,0,,190
SL,Casas,Jardim São Carlos,Rua Conde do Pinhal,Comercial,2442,221.92,365.82,,2,1,,1667,-22.01787,-47.88639,209,0,,183
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Loja,235,,120.56,1,3,,1,1400,-22.0215851,-47.8968256,118,0,120.56,57.48
L,Comercial,CEAT,AV. HÉLIO FRIGORI,Barracão,690,,3060,,2,5,,24700,-22.07077,-47.88247,158,0,1490,
SL,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Loja,671,,270,,3,,,6113,-22.02151,-47.89287,184,0,270,310
L,Apartamentos,Residencial Monsenhor Romeu Tortorelli,Avenida João Stella,Padrão,300,,45,2,1,1,2,723,-22.0048495,-47.9234576,978,0,45,45
L,Apartamentos,Jardim Gibertoni,Rua Humberto Manelli,Padrão,116,,40,1,1,1,1,1250,,,377,0,40,41.21
L,Comercial,Centreville,Rua Santa Cruz,Salão,595,,80,,1,,,2667,-22.02332,-47.88885,158,0,80,130
L,Comercial,Centreville,Rua Santa Cruz,Sala,595,,60,,1,,,1334,-22.02332,-47.88885,112,0,60,130
L,Comercial,Centreville,Rua Santa Cruz,Sala,595,,60,,1,,,1334,-22.02332,-47.88885,69,0,60,130
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Galpão,3418,,500,,2,,,2100,-22.01681,-47.87737,253,0,390,
SL,Casas,Vila Faria,Rua Sete de Setembro,Padrão,3752,245,300,3,3,4,4,2500,-22.01585,-47.87395,457,0,,162
L,Comercial,Vila Prado,Avenida Grécia,Prédio,642,,250,,4,3,,7223,-22.03492,-47.9006,167,0,250,220
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Galpão,1540,,1270,,2,,,17778,-22.0171703,-47.8984837,164,0,1270,
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Galpão,1520,,1270,,2,,,17778,-22.01718,-47.89773,134,0,1270,
L,Apartamentos,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,371,,55,2,1,1,2,1000,-22.03366,-47.8659,542,0,55,25
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,701,,80,2,2,1,3,2778,-22.01652,-47.91733,374,0,80,270
L,Comercial,Centro,Avenida São Carlos,Loja,2754,,210,,2,2,,3900,-22.00889,-47.89075,260,0,210,200
SL,Casas,Centro,RUA MAJOR JOSÉ INÁCIO,Padrão,3352,150,250,3,4,2,6,5000,-22.01681,-47.87758,349,0,,260
L,Comercial,CENTRO,RUA AQUIDABAN,Ponto,1243,,532,4,5,2,8,12000,-22.01308,-47.89499,200,0,506,
L,Apartamentos,Núcleo Residencial Silvio Vilari,Rua José Bonifácio,Padrão,1860,,175,3,3,1,4,1800,-22.02756,-47.89339,503,0,175,300
SL,Casas,Vila Prado,AV. SALLUM,Comercial,887,350,430,2,2,,2,2334,-22.02913,-47.89881,105,0,,155
SL,Casas,VILA MONTEIRO,RUA DONA ALEXANDRINA,Comercial,218,145,257.98,3,1,5,4,2778,-22.02453,-47.88942,309,0,,105
SL,Casas,Vila Prado,RUA SÃO PIO X,Padrão,363,160,200,2,2,1,2,1445,-22.02905,-47.8973,1030,0,,40
L,Terreno,JARDIM GUANABARA,Rodovia Washington Luiz,Lote,0,0,748,,,,,2889,-21.98601,-47.8874,150,0,,269
L,Comercial,Vila Monteiro (Gleba I),Rua São Paulo,Sala,571,,20,,1,,,1000,-22.02189,-47.88576,265,0,20,
L,Comercial,Jardim São João Batista,Rua Antônio Blanco,Salão,185,,50,,1,,,1667,-22.0033,-47.87769,127,0,50,
SL,Apartamentos,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,1001,-21.97879214,-47.93982983,474,0,45,
SL,Casas,Loteamento São Carlos Club,RUA VINTE E OITO DE SETEMBRO,Comercial,2699,382,540,4,5,4,8,5000,-22.0102,-47.88428,527,0,,150
L,Apartamentos,CENTRO,Rua Quinze de Novembro,Padrão,2378,,145,3,2,2,4,3001,-22.0124,-47.88713,579,0,145,135
L,Apartamentos,Parque Arnold Schimidt,RUA MIGUEL ALVES MARGARIDO,Padrão,280,,35,1,1,1,1,2000,-22.0031159,-47.8949527,936,0,35,85
L,Comercial,CENTRO,RUA MARECHAL DEODORO,Sala,3751,,255.75,,3,2,,3601,-22.01472,-47.87357,227,0,330.66,197.61
L,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Kitnet,54,,30,1,1,,1,778,-22.0053,-47.90087,319,0,30,38
L,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Kitnet,54,,30,1,1,,1,778,-22.0053,-47.90087,126,0,30,38
L,Apartamentos,Jardim Paraíso,RUA PROF. NICOLETA STELLA GERMANO,Kitnet,54,,30,1,1,,1,889,-22.0053,-47.90087,112,0,30,38
L,Casas,Jardim Nova São Carlos,Rua Francisco Monaretti,Padrão,51,130,150,3,2,3,4,2200,-22.03192,-47.87537,378,0,,82
L,Comercial,CENTRO,Rua José Bonifácio,Sala,869,,12,,1,,,778,-22.02117,-47.89374,182,0,12,
L,Comercial,CENTRO,Rua José Bonifácio,Sala,869,,20,,1,,,823,-22.02117,-47.89374,108,0,20,
L,Comercial,CENTRO,Rua José Bonifácio,Sala,869,,20,,1,,,889,-22.02117,-47.89374,64,0,20,
L,Comercial,Jardim Brasil,Rua Jesuíno de Arruda,Sala,2610,,24,,1,,,1278,-22.01953,-47.87941,244,0,24,47
L,Comercial,Jardim Brasil,Rua Jesuíno de Arruda,Sala,2610,,28,,1,,,1500,-22.01953,-47.87941,207,0,28,47
L,Comercial,CENTRO,Rua José Bonifácio,Sala,869,,12,,1,,,667,-22.02117,-47.89374,136,0,12,
L,Comercial,CENTRO,Rua José Bonifácio,Sala,869,,12,,1,,,667,-22.02117,-47.89374,120,0,12,
SL,Terreno,Cidade Aracy,Rua Lourenço Mascarin,Comercial,1034,250,250,,,,,556,-22.061,-47.9051,178,0,,35
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Kitnet,152,,30,1,1,,1,556,-22.00538,-47.90163,703,0,30,
L,Apartamentos,Jardim Paraíso,RUA ALICE J. DANNA JULIANA,Kitnet,152,,30,1,1,,1,556,-22.00538,-47.90163,483,0,30,
SL,Apartamentos,Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,370,,56,2,1,1,2,1000,,,122,0,56,50
L,Comercial,CENTRO,Rua Geminiano Costa,Salão,523,,125,,2,,,7223,-22.02059,-47.89226,158,0,125,
L,Comercial,CENTRO,Rua Geminiano Costa,Salão,420,,220,,1,,,4446,-22.02084,-47.89339,133,0,220,
L,Casas,Jardim Bethânia,Rua Victor Manuel de Souza Lima,Comercial,464,260,630,4,3,2,5,5557,-22.01396,-47.89976,248,0,,420
L,Apartamentos,Conjunto Habitacional Santa Angelina,Avenida João Dagnone,Kitnet,419,,28,1,1,,1,612,-21.9923918,-47.9238413,506,0,28,
L,Comercial,Centro,AV. DOUTOR CARLOS BOTELHO,Loja,2120,,,,2,,,4500,-22.0115,-47.89,226,0,,280
L,Comercial,Jardim São Carlos,RUA GENERAL OSÓRIO,Sala,677,,36,,1,,,1224,-22.02151,-47.8928,177,0,36,50
L,Casas,CENTRO,RUA BENTO CARLOS,Comercial,266,315,369,3,3,6,4,5500,-22.02265,-47.89298,166,0,,408
